"year"	"yor"	"loc"	"env"	"rep"	"gen"	"daystoflower"	"plantheight"	"earheight"	"population"	"lodged"	"moisture"	"testweight"	"yield"
2009	2009	"CS"	"2009CS"	"R3"	"26HR50"	83	236.22	73.66	66634.3343	1	15.4	78.1209	12.6693037
2009	2009	"CS"	"2009CS"	"R4"	"26HR50"	84	238.76	71.12	70733.80625	2	14.6	77.7348	10.9553756
2009	2009	"CS"	"2009CS"	"R1"	"26HR70"	84	259.08	86.36	67659.82005	6	13.2	73.359	11.23055107
2009	2009	"CS"	"2009CS"	"R2"	"26HR70"	82	269.24	91.44	74835.74925	1	13.1	74.0025	11.76978049
2009	2009	"CS"	"2009CS"	"R3"	"26HR70"	85	261.62	88.9	75858.76395	8	13.1	71.9433	10.66935386
2009	2009	"CS"	"2009CS"	"R4"	"26HR70"	84	266.7	88.9	71759.292	10	13.3	72.9729	10.21518769
2009	2009	"CS"	"2009CS"	"R1"	"28R30"	81	246.38	86.36	75858.76395	6	12	71.8146	12.01566559
2009	2009	"CS"	"2009CS"	"R2"	"28R30"	83	264.16	91.44	69708.3205	0	14.5	73.359	11.20357308
2009	2009	"CS"	"2009CS"	"R3"	"28R30"	80	251.46	86.36	69708.3205	0	13.3	72.9729	11.40855074
2009	2009	"CS"	"2009CS"	"R4"	"28R30"	82	248.92	91.44	72784.77775	12	13.5	73.7451	9.477257128
2009	2009	"CS"	"2009CS"	"R1"	"28HR20"	83	256.54	81.28	71759.292	1	12.9	75.6756	10.07049759
2009	2009	"CS"	"2009CS"	"R2"	"28HR20"	83	259.08	91.44	75858.76395	6	13.5	NA	12.76334126
2009	2009	"CS"	"2009CS"	"R3"	"28HR20"	84	256.54	86.36	65608.84855	14	13.6	77.0913	11.17879738
2009	2009	"CS"	"2009CS"	"R4"	"28HR20"	87	254	63.5	68682.83475	1	14	77.8635	13.11570682
2009	2009	"CS"	"2009CS"	"R1"	"25HR49"	83	246.38	81.28	73810.2635	6	12.3	72.9729	8.643031668
2009	2009	"CS"	"2009CS"	"R2"	"25HR49"	80	248.92	83.82	73810.2635	6	12.6	74.1312	11.64502106
2009	2009	"CS"	"2009CS"	"R3"	"25HR49"	81	238.76	78.74	65608.84855	19	13.6	75.4182	9.894424917
2009	2009	"CS"	"2009CS"	"R4"	"25HR49"	81	254	81.28	75858.76395	7	13.6	74.7747	11.51178284
2009	2009	"CS"	"2009CS"	"R1"	"25HR39"	83	259.08	88.9	69708.3205	4	13.9	76.5765	10.23930271
2009	2009	"CS"	"2009CS"	"R2"	"25HR39"	82	256.54	88.9	68682.83475	0	13.6	76.3191	11.41664413
2009	2009	"CS"	"2009CS"	"R3"	"25HR39"	82	254	78.74	72784.77775	3	13.6	76.3191	11.03608933
2009	2009	"CS"	"2009CS"	"R4"	"25HR39"	83	259.08	93.98	60483.89085	0	13.4	77.6061	10.68020011
2009	2008	"CS"	"2009CS"	"R1"	"TV26TR41"	80	238.76	71.12	67659.82005	0	13.3	73.1016	11.12214361
2009	2008	"CS"	"2009CS"	"R2"	"TV26TR41"	80	243.84	76.2	67659.82005	0	12.8	72.9729	11.474344
2009	2008	"CS"	"2009CS"	"R3"	"TV26TR41"	81	246.38	71.12	67659.82005	2	13.4	72.5868	11.1093153
2009	2008	"CS"	"2009CS"	"R4"	"TV26TR41"	79	238.76	66.04	70733.80625	0	13.1	73.1016	11.29133413
2009	2009	"CS"	"2009CS"	"R1"	"TV27TR79"	86	248.92	93.98	70733.80625	35	11.8	69.2406	6.507090747
2009	2009	"CS"	"2009CS"	"R2"	"TV27TR79"	86	248.92	96.52	70733.80625	9	13.9	73.8738	10.66594032
2009	2009	"CS"	"2009CS"	"R3"	"TV27TR79"	85	251.46	78.74	69708.3205	1	13.8	74.2599	11.05800206
2009	2009	"CS"	"2009CS"	"R4"	"TV27TR79"	87	248.92	86.36	67659.82005	0	13.4	72.8442	9.869649212
2009	2009	"CS"	"2009CS"	"R1"	"TV25TR29"	79	218.44	73.66	70733.80625	11	12.2	71.8146	8.894587643
2009	2009	"CS"	"2009CS"	"R2"	"TV25TR29"	79	233.68	68.58	69708.3205	22	12.9	71.6859	8.63185507
2009	2009	"CS"	"2009CS"	"R3"	"TV25TR29"	79	238.76	73.66	66634.3343	7	13.1	73.2303	11.00426631
2009	2009	"CS"	"2009CS"	"R4"	"TV25TR29"	81	238.76	86.36	67659.82005	34	13.1	72.9729	8.420655964
2009	2009	"CS"	"2009CS"	"R1"	"TV25TR59"	80	220.98	78.74	63557.87705	1	12.3	71.9433	9.029312408
2009	2009	"CS"	"2009CS"	"R2"	"TV25TR59"	82	231.14	81.28	77909.73545	4	13.7	73.7451	11.16585896
2009	2009	"CS"	"2009CS"	"R3"	"TV25TR59"	78	223.52	76.2	52282.4759	0	13.3	72.9729	9.308231775
2009	2009	"CS"	"2009CS"	"R4"	"TV25TR59"	79	228.6	73.66	68682.83475	1	12.9	73.7451	9.830723832
2009	2008	"CS"	"2009CS"	"R1"	"N77P3000GT"	81	236.22	76.2	67659.82005	21	12.9	72.2007	11.50914009
2009	2008	"CS"	"2009CS"	"R2"	"N77P3000GT"	82	236.22	88.9	68682.83475	4	13.5	72.3294	9.667754761
2009	2008	"CS"	"2009CS"	"R3"	"N77P3000GT"	79	231.14	73.66	64583.3628	15	13.1	74.0025	9.999528957
2009	2008	"CS"	"2009CS"	"R4"	"N77P3000GT"	79	236.22	73.66	63557.87705	0	12.5	72.3294	9.731345733
2009	2008	"CS"	"2009CS"	"R1"	"83E903000GT"	80	243.84	68.58	65608.84855	2	13.1	73.359	8.899102323
2009	2008	"CS"	"2009CS"	"R2"	"83E903000GT"	80	228.6	58.42	56381.94785	1	13.4	72.9729	9.44053403
2009	2008	"CS"	"2009CS"	"R3"	"83E903000GT"	81	238.76	78.74	70733.80625	2	13.1	73.7451	10.1909075
2009	2008	"CS"	"2009CS"	"R4"	"83E903000GT"	82	243.84	63.5	70733.80625	0	13.4	74.2599	10.82323851
2009	2009	"CS"	"2009CS"	"R1"	"N78N3000GT"	79	248.92	66.04	76884.2497	5	13.1	74.5173	10.52581995
2009	2009	"CS"	"2009CS"	"R2"	"N78N3000GT"	85	254	83.82	69708.3205	3	13.6	74.7747	11.17879738
2009	2009	"CS"	"2009CS"	"R3"	"N78N3000GT"	82	264.16	66.04	68682.83475	7	13.7	74.1312	11.07083037
2009	2009	"CS"	"2009CS"	"R4"	"N78N3000GT"	83	269.24	88.9	69708.3205	1	13.6	NA	8.800329855
2009	2009	"CS"	"2009CS"	"R1"	"N78BCBLL"	79	223.52	78.74	61506.90555	7	12.2	73.359	8.024464937
2009	2009	"CS"	"2009CS"	"R2"	"N78BCBLL"	79	243.84	83.82	67659.82005	14	12.7	73.4877	9.228454009
2009	2009	"CS"	"2009CS"	"R3"	"N78BCBLL"	79	238.76	68.58	56381.94785	4	13.5	75.5469	9.096261868
2009	2009	"CS"	"2009CS"	"R4"	"N78BCBLL"	80	238.76	88.9	63557.87705	5	13.7	75.4182	9.360315809
2009	2009	"CS"	"2009CS"	"R1"	"W4705VT3"	82	246.38	78.74	71759.292	10	12.5	69.6267	10.50214539
2009	2009	"CS"	"2009CS"	"R2"	"W4705VT3"	82	243.84	71.12	65608.84855	9	11.7	68.211	10.30647239
2009	2009	"CS"	"2009CS"	"R3"	"W4705VT3"	81	243.84	78.74	67659.82005	0	12.5	71.0424	13.39264412
2009	2009	"CS"	"2009CS"	"R4"	"W4705VT3"	81	248.92	91.44	74835.74925	9	12.8	69.8841	9.697981117
2009	2009	"CS"	"2009CS"	"R1"	"W4706VT3"	80	236.22	73.66	67659.82005	8	14.2	72.9729	8.833694465
2009	2009	"CS"	"2009CS"	"R2"	"W4706VT3"	79	246.38	63.5	59458.4051	4	13.2	71.9433	10.13139076
2009	2009	"CS"	"2009CS"	"R3"	"W4706VT3"	82	246.38	78.74	71759.292	21	13	72.5868	9.340440187
2009	2009	"CS"	"2009CS"	"R4"	"W4706VT3"	78	228.6	78.74	55356.4621	1	13.1	74.1312	10.38228605
2009	2009	"CS"	"2009CS"	"R1"	"W4727VT3"	83	264.16	86.36	72784.77775	6	13.9	74.646	10.95036539
2009	2009	"CS"	"2009CS"	"R2"	"W4727VT3"	85	274.32	93.98	63557.87705	2	14.5	76.0617	9.697210316
2009	2009	"CS"	"2009CS"	"R3"	"W4727VT3"	83	274.32	86.36	69708.3205	1	14.3	75.6756	10.05018151
2009	2009	"CS"	"2009CS"	"R4"	"W4727VT3"	85	266.7	81.28	52282.4759	0	14.1	74.3886	9.127754542
2009	2007	"CS"	"2009CS"	"R1"	"9673VT3"	80	238.76	73.66	75858.76395	4	13	72.5868	11.11272884
2009	2007	"CS"	"2009CS"	"R2"	"9673VT3"	81	231.14	63.5	69708.3205	2	13.3	73.4877	11.88589596
2009	2007	"CS"	"2009CS"	"R3"	"9673VT3"	83	241.3	76.2	73810.2635	5	13.7	73.8738	10.78574461
2009	2007	"CS"	"2009CS"	"R4"	"9673VT3"	79	256.54	71.12	65608.84855	17	12.8	72.9729	8.017637855
2009	2008	"CS"	"2009CS"	"R1"	"9674VT3"	78	254	78.74	64583.3628	6	13	72.072	10.15473497
2009	2008	"CS"	"2009CS"	"R2"	"9674VT3"	80	236.22	76.2	65608.84855	0	12.7	70.9137	10.81459454
2009	2008	"CS"	"2009CS"	"R3"	"9674VT3"	79	236.22	86.36	68682.83475	0	13.2	71.4285	10.70486571
2009	2008	"CS"	"2009CS"	"R4"	"9674VT3"	80	238.76	73.66	68682.83475	0	13.4	69.2406	10.44180279
2009	2008	"CS"	"2009CS"	"R1"	"9602VT3"	80	241.3	78.74	66634.3343	6	13.1	72.5868	9.377548688
2009	2008	"CS"	"2009CS"	"R2"	"9602VT3"	80	246.38	68.58	64583.3628	0	12.8	71.0424	10.85021649
2009	2008	"CS"	"2009CS"	"R3"	"9602VT3"	81	236.22	81.28	71759.292	0	12.7	72.9729	12.06428102
2009	2008	"CS"	"2009CS"	"R4"	"9602VT3"	79	246.38	86.36	65608.84855	0	12.7	72.2007	11.48750265
2009	2009	"CS"	"2009CS"	"R1"	"N73NGTCBLL"	78	243.84	88.9	67659.82005	0	13.8	73.6164	9.729143444
2009	2009	"CS"	"2009CS"	"R2"	"N73NGTCBLL"	80	241.3	76.2	71759.292	1	13.6	74.5173	10.17984102
2009	2009	"CS"	"2009CS"	"R3"	"N73NGTCBLL"	79	241.3	93.98	73810.2635	1	13.4	73.2303	11.1093153
2009	2009	"CS"	"2009CS"	"R4"	"N73NGTCBLL"	80	236.22	71.12	70733.80625	0	13.1	73.6164	10.14306287
2009	2009	"CS"	"2009CS"	"R1"	"N73NGTCBLL"	79	233.68	73.66	74835.74925	10	12.5	73.2303	9.827695691
2009	2009	"CS"	"2009CS"	"R2"	"N73NGTCBLL"	79	238.76	81.28	74835.74925	1	13.7	74.5173	9.978001625
2009	2009	"CS"	"2009CS"	"R3"	"N73NGTCBLL"	80	246.38	96.52	68682.83475	2	13.8	75.0321	9.96643963
2009	2009	"CS"	"2009CS"	"R4"	"N73NGTCBLL"	79	231.14	73.66	66634.3343	0	13.1	73.2303	10.90857704
2009	2009	"DA"	"2009DA"	"R1"	"26Y23"	73	269.24	111.76	74917.2939	1	14.9	75.933	16.29381073
2009	2009	"DA"	"2009DA"	"R2"	"26Y23"	73	276.86	116.84	80944.18485	1	15.1	76.4478	17.2763953
2009	2009	"DA"	"2009DA"	"R3"	"26Y23"	74	271.78	109.22	77499.54115	0	15.4	76.0617	18.50649907
2009	2009	"DA"	"2009DA"	"R4"	"26Y23"	73	266.7	114.3	83528.90315	0	15.2	76.7052	18.19728507
2009	2009	"DA"	"2009DA"	"R1"	"24Y67"	72	241.3	81.28	81806.5813	0	14.2	77.22	17.18177193
2009	2009	"DA"	"2009DA"	"R2"	"24Y67"	72	251.46	83.82	77499.54115	0	14.2	76.8339	15.63422204
2009	2009	"DA"	"2009DA"	"R3"	"24Y67"	72	246.38	104.14	74054.89745	0	14.1	76.7052	17.08261627
2009	2009	"DA"	"2009DA"	"R4"	"24Y67"	74	251.46	88.9	77499.54115	0	14.2	76.1904	17.5785796
2009	2009	"DA"	"2009DA"	"R1"	"26Y37"	74	279.4	111.76	74054.89745	0	13.4	71.1711	16.06035092
2009	2009	"DA"	"2009DA"	"R2"	"26Y37"	74	259.08	96.52	78361.9376	0	12.9	69.6267	14.25982457
2009	2009	"DA"	"2009DA"	"R3"	"26Y37"	75	261.62	88.9	80084.25945	0	13	69.498	16.97948327
2009	2009	"DA"	"2009DA"	"R4"	"26Y37"	74	271.78	116.84	74054.89745	0	13.3	70.5276	15.83831437
2009	2008	"DA"	"2009DA"	"R1"	"27Z07"	77	236.22	96.52	78361.9376	3	14.2	NA	15.19773361
2009	2008	"DA"	"2009DA"	"R2"	"27Z07"	77	274.32	111.76	84388.82855	3	14.1	74.2599	16.60589209
2009	2008	"DA"	"2009DA"	"R3"	"27Z07"	76	292.1	116.84	77499.54115	0	14.8	73.8738	16.50997378
2009	2008	"DA"	"2009DA"	"R4"	"27Z07"	76	271.78	109.22	79221.863	1	14.1	74.0025	17.9963376
2009	2009	"DA"	"2009DA"	"R1"	"27V01"	76	266.7	99.06	77499.54115	0	13.8	74.5173	17.22200767
2009	2009	"DA"	"2009DA"	"R2"	"27V01"	75	243.84	88.9	73194.97205	1	13.5	74.2599	15.44173795
2009	2009	"DA"	"2009DA"	"R3"	"27V01"	74	248.92	106.68	69750.32835	2	13.6	74.646	17.18204942
2009	2009	"DA"	"2009DA"	"R4"	"27V01"	77	266.7	114.3	71472.6502	3	14.3	73.8738	18.3111476
2009	2009	"DA"	"2009DA"	"R1"	"26V31"	74	269.24	99.06	69750.32835	0	13.7	71.8146	16.24418664
2009	2009	"DA"	"2009DA"	"R2"	"26V31"	75	269.24	88.9	77499.54115	1	13.1	70.0128	15.99541876
2009	2009	"DA"	"2009DA"	"R3"	"26V31"	74	271.78	99.06	79221.863	0	13	70.3989	15.81264675
2009	2009	"DA"	"2009DA"	"R4"	"26V31"	74	279.4	99.06	66305.68465	1	13.2	70.785	14.85300116
2009	2008	"DA"	"2009DA"	"R1"	"DKC6479VT3"	72	254	96.52	80944.18485	1	14.2	76.7052	16.58656044
2009	2008	"DA"	"2009DA"	"R2"	"DKC6479VT3"	71	243.84	101.6	81806.5813	0	14	76.8339	16.98318311
2009	2008	"DA"	"2009DA"	"R3"	"DKC6479VT3"	72	243.84	104.14	74917.2939	0	14.3	77.0913	16.36905618
2009	2008	"DA"	"2009DA"	"R4"	"DKC6479VT3"	72	259.08	111.76	78361.9376	0	15	77.3487	15.99948858
2009	2008	"DA"	"2009DA"	"R1"	"DKC6169VT3"	71	241.3	93.98	69750.32835	0	13.2	75.8043	15.09386064
2009	2008	"DA"	"2009DA"	"R2"	"DKC6169VT3"	71	251.46	109.22	84388.82855	0	13	74.7747	16.33571139
2009	2008	"DA"	"2009DA"	"R3"	"DKC6169VT3"	71	264.16	119.38	76639.61575	0	13.3	75.0321	16.88083633
2009	2008	"DA"	"2009DA"	"R4"	"DKC6169VT3"	71	223.52	88.9	73194.97205	0	12.8	75.4182	12.98569273
2009	2009	"DA"	"2009DA"	"R1"	"DKC6544VT3"	70	251.46	121.92	75777.2193	0	15.1	76.1904	16.29478193
2009	2009	"DA"	"2009DA"	"R2"	"DKC6544VT3"	72	241.3	114.3	79221.863	0	14.1	NA	15.61271673
2009	2009	"DA"	"2009DA"	"R3"	"DKC6544VT3"	72	246.38	109.22	78361.9376	1	14.5	75.2895	15.26322074
2009	2009	"DA"	"2009DA"	"R4"	"DKC6544VT3"	70	238.76	104.14	77499.54115	1	14.2	75.8043	16.58656044
2009	2009	"DA"	"2009DA"	"R1"	"1536H"	74	264.16	109.22	70610.25375	2	14.1	76.3191	15.8113518
2009	2009	"DA"	"2009DA"	"R2"	"1536H"	74	259.08	104.14	73194.97205	0	13.8	76.8339	16.02603492
2009	2009	"DA"	"2009DA"	"R3"	"1536H"	74	264.16	91.44	76639.61575	0	14.3	76.1904	16.68613234
2009	2009	"DA"	"2009DA"	"R4"	"1536H"	74	269.24	109.22	67165.61005	0	14.1	75.6756	16.60589209
2009	2009	"DA"	"2009DA"	"R1"	"7514X"	73	276.86	91.44	75777.2193	0	15.6	75.933	16.74528351
2009	2009	"DA"	"2009DA"	"R2"	"7514X"	74	269.24	121.92	76639.61575	0	15.6	75.6756	15.92558431
2009	2009	"DA"	"2009DA"	"R3"	"7514X"	73	276.86	106.68	71472.6502	2	15.2	76.4478	17.64822906
2009	2009	"DA"	"2009DA"	"R4"	"7514X"	74	254	101.6	80084.25945	0	14.6	76.7052	17.85209015
2009	2009	"DA"	"2009DA"	"R1"	"1305X"	72	236.22	104.14	74054.89745	1	14.2	76.7052	13.53114141
2009	2009	"DA"	"2009DA"	"R2"	"1305X"	70	233.68	99.06	73194.97205	6	14	76.4478	14.75588041
2009	2009	"DA"	"2009DA"	"R3"	"1305X"	71	241.3	104.14	71472.6502	2	14.2	76.4478	13.65018371
2009	2009	"DA"	"2009DA"	"R4"	"1305X"	71	246.38	124.46	73194.97205	1	13.9	75.933	15.8879847
2009	2009	"DA"	"2009DA"	"R1"	"7215H"	74	281.94	114.3	78361.9376	0	15.7	78.1209	16.02367627
2009	2009	"DA"	"2009DA"	"R2"	"7215H"	77	292.1	137.16	82666.5067	0	15.8	77.6061	16.08254996
2009	2009	"DA"	"2009DA"	"R3"	"7215H"	73	271.78	104.14	80944.18485	0	16.2	78.1209	16.54872959
2009	2009	"DA"	"2009DA"	"R4"	"7215H"	74	281.94	109.22	81806.5813	7	16.1	77.9922	15.83123843
2009	2009	"DA"	"2009DA"	"R1"	"9640VT3"	72	251.46	91.44	82666.5067	0	13.8	76.8339	18.41798043
2009	2009	"DA"	"2009DA"	"R2"	"9640VT3"	73	259.08	119.38	76639.61575	1	14	76.3191	17.38091573
2009	2009	"DA"	"2009DA"	"R3"	"9640VT3"	73	251.46	111.76	84388.82855	0	14.2	76.5765	18.01506804
2009	2009	"DA"	"2009DA"	"R4"	"9640VT3"	72	238.76	101.6	86111.1504	1	14	76.5765	18.25592751
2009	2009	"DA"	"2009DA"	"R1"	"9651VT3"	72	254	96.52	78361.9376	0	14.4	76.1904	16.50830885
2009	2009	"DA"	"2009DA"	"R2"	"9651VT3"	72	248.92	111.76	75777.2193	0	14.8	75.8043	15.9189246
2009	2009	"DA"	"2009DA"	"R3"	"9651VT3"	73	251.46	99.06	74054.89745	1	14.7	75.8043	16.13485642
2009	2009	"DA"	"2009DA"	"R4"	"9651VT3"	73	251.46	104.14	73194.97205	3	14.9	76.4478	15.97895448
2009	2008	"DA"	"2009DA"	"R1"	"9674VT3"	76	246.38	96.52	76639.61575	0	14.3	75.4182	14.86294448
2009	2008	"DA"	"2009DA"	"R2"	"9674VT3"	76	269.24	93.98	83528.90315	1	14.7	74.2599	16.80549837
2009	2008	"DA"	"2009DA"	"R3"	"9674VT3"	73	261.62	91.44	73194.97205	1	14.1	75.1608	17.51961343
2009	2008	"DA"	"2009DA"	"R4"	"9674VT3"	74	254	106.68	80944.18485	0	13.9	74.9034	16.76401393
2009	2008	"DA"	"2009DA"	"R1"	"27Z07"	74	259.08	104.14	78361.9376	3	14.3	74.3886	17.20138108
2009	2008	"DA"	"2009DA"	"R2"	"27Z07"	74	266.7	101.6	73194.97205	1	14.4	73.4877	17.61678043
2009	2008	"DA"	"2009DA"	"R3"	"27Z07"	75	271.78	114.3	84388.82855	2	13.9	73.8738	17.32148708
2009	2008	"DA"	"2009DA"	"R4"	"27Z07"	75	271.78	109.22	77499.54115	1	14.6	73.6164	18.01007325
2009	2009	"DA"	"2009DA"	"R1"	"DKC6479"	72	256.54	104.14	79221.863	0	14.9	77.4774	16.45123885
2009	2009	"DA"	"2009DA"	"R2"	"DKC6479"	71	246.38	88.9	81806.5813	2	13.8	77.3487	15.58751158
2009	2009	"DA"	"2009DA"	"R3"	"DKC6479"	71	243.84	106.68	83528.90315	0	13.7	76.5765	16.00471461
2009	2009	"DA"	"2009DA"	"R4"	"DKC6479"	72	238.76	101.6	72332.5756	1	14.2	77.9922	17.30081423
2009	2009	"DA"	"2009DA"	"R1"	"1536H"	73	248.92	99.06	71472.6502	0	14.1	77.0913	17.20179731
2009	2009	"DA"	"2009DA"	"R2"	"1536H"	74	259.08	99.06	78361.9376	2	14	76.4478	16.78431679
2009	2009	"DA"	"2009DA"	"R3"	"1536H"	76	233.68	83.82	77499.54115	0	13.7	76.1904	15.40603451
2009	2009	"DA"	"2009DA"	"R4"	"1536H"	75	276.86	101.6	74917.2939	0	14.4	76.7052	17.97307487
2009	2009	"DA"	"2009DA"	"R1"	"9640VT3"	73	243.84	81.28	82666.5067	0	14.3	76.4478	17.04284301
2009	2009	"DA"	"2009DA"	"R2"	"9640VT3"	73	266.7	111.76	93000.4378	0	14.2	76.5765	17.53889884
2009	2009	"DA"	"2009DA"	"R3"	"9640VT3"	72	248.92	106.68	86111.1504	1	13.7	76.4478	18.15996295
2009	2009	"DA"	"2009DA"	"R4"	"9640VT3"	73	261.62	116.84	90415.7195	0	14.1	76.3191	17.83742954
2009	2009	"DU"	"2009DU"	"R1"	"57V40"	65	256.54	101.6	68722.37155	2	17.4	75.2895	15.13340622
2009	2009	"DU"	"2009DU"	"R2"	"57V40"	66	266.7	116.84	79486.26535	3	17.9	75.5469	14.93227198
2009	2009	"DU"	"2009DU"	"R3"	"57V40"	66	269.24	114.3	71208.24785	3	17.2	76.1904	15.35415139
2009	2009	"DU"	"2009DU"	"R4"	"57V40"	67	254	101.6	72863.85135	2	18	75.4182	16.70085698
2009	2009	"DU"	"2009DU"	"R1"	"57T61"	66	294.64	124.46	62927.7593	9	17.6	73.7451	13.59441576
2009	2009	"DU"	"2009DU"	"R2"	"57T61"	67	289.56	127	73691.6531	5	18.6	74.646	14.08099787
2009	2009	"DU"	"2009DU"	"R3"	"57T61"	66	294.64	137.16	70380.4461	7	17.6	73.8738	11.39585796
2009	2009	"DU"	"2009DU"	"R4"	"57T61"	69	269.24	124.46	69550.1733	1	18.1	72.072	16.86259151
2009	2009	"DU"	"2009DU"	"R1"	"26Y23"	67	299.72	114.3	51336.06375	5	18.2	74.5173	14.25931941
2009	2009	"DU"	"2009DU"	"R2"	"26Y23"	67	284.48	116.84	81972.14165	6	18.2	74.3886	16.04173433
2009	2009	"DU"	"2009DU"	"R3"	"26Y23"	66	302.26	142.24	72863.85135	0	18.9	74.1312	15.00284462
2009	2009	"DU"	"2009DU"	"R4"	"26Y23"	68	264.16	129.54	69550.1733	9	19.1	73.359	16.15304077
2009	2009	"DU"	"2009DU"	"R1"	"24Y67"	65	269.24	119.38	82799.9434	0	17.3	75.8043	17.32151377
2009	2009	"DU"	"2009DU"	"R2"	"24Y67"	66	264.16	109.22	77002.8601	3	18.5	73.7451	15.25805342
2009	2009	"DU"	"2009DU"	"R3"	"24Y67"	65	274.32	106.68	81144.3399	0	17.6	76.3191	16.74568195
2009	2009	"DU"	"2009DU"	"R4"	"24Y67"	67	248.92	104.14	76175.05835	1	17.6	74.5173	17.33196403
2009	2009	"DU"	"2009DU"	"R1"	"24Y37"	65	292.1	119.38	72863.85135	0	16.9	72.7155	13.82076405
2009	2009	"DU"	"2009DU"	"R2"	"24Y37"	67	284.48	132.08	75347.2566	0	16.8	71.9433	14.79935351
2009	2009	"DU"	"2009DU"	"R3"	"24Y37"	67	276.86	111.76	68722.37155	0	17.2	72.9729	15.79599747
2009	2009	"DU"	"2009DU"	"R4"	"24Y37"	71	292.1	127	62099.95755	0	17.1	70.9137	13.01333658
2009	2008	"DU"	"2009DU"	"R1"	"27Z07"	68	304.8	134.62	65411.16455	11	17.8	72.5868	15.60842634
2009	2008	"DU"	"2009DU"	"R2"	"27Z07"	69	287.02	137.16	80314.0671	13	17.9	72.072	15.33387343
2009	2008	"DU"	"2009DU"	"R3"	"27Z07"	71	284.48	121.92	78658.4636	2	18.4	72.072	16.07508624
2009	2008	"DU"	"2009DU"	"R4"	"27Z07"	71	251.46	104.14	77830.66185	1	18.9	71.2998	16.98639379
2009	2009	"DU"	"2009DU"	"R1"	"27V01"	69	281.94	101.6	63755.56105	5	18.2	72.3294	12.98616589
2009	2009	"DU"	"2009DU"	"R2"	"27V01"	71	279.4	127	81144.3399	2	17.9	72.4581	14.67670742
2009	2009	"DU"	"2009DU"	"R3"	"27V01"	68	289.56	116.84	68722.37155	12	18.2	72.4581	13.42267567
2009	2009	"DU"	"2009DU"	"R4"	"27V01"	70	276.86	119.38	78658.4636	1	17.8	71.4285	17.9844163
2009	2009	"DU"	"2009DU"	"R1"	"27V31"	66	292.1	104.14	65411.16455	0	16	74.3886	14.19457223
2009	2009	"DU"	"2009DU"	"R2"	"27V31"	66	287.02	114.3	76175.05835	0	16.5	74.5173	13.8130264
2009	2009	"DU"	"2009DU"	"R3"	"27V31"	66	297.18	116.84	74519.45485	0	16.5	73.6164	15.14977089
2009	2009	"DU"	"2009DU"	"R4"	"27V31"	67	281.94	121.92	71208.24785	1	16.4	72.3294	16.32037841
2009	2008	"DU"	"2009DU"	"R1"	"DKC6479VT3"	66	264.16	106.68	66238.9663	0	16.7	77.8635	14.70601263
2009	2008	"DU"	"2009DU"	"R2"	"DKC6479VT3"	65	274.32	134.62	83627.74515	0	17.9	76.7052	14.56717976
2009	2008	"DU"	"2009DU"	"R3"	"DKC6479VT3"	66	271.78	106.68	81144.3399	2	16.6	76.5765	15.35415139
2009	2008	"DU"	"2009DU"	"R4"	"DKC6479VT3"	67	264.16	114.3	74519.45485	5	18	76.0617	17.32075779
2009	2008	"DU"	"2009DU"	"R1"	"DKC6169VT3"	63	276.86	116.84	64583.3628	0	15.5	75.0321	15.48151121
2009	2008	"DU"	"2009DU"	"R2"	"DKC6169VT3"	66	271.78	116.84	77830.66185	0	15.2	73.8738	15.08395646
2009	2008	"DU"	"2009DU"	"R3"	"DKC6169VT3"	65	264.16	114.3	75347.2566	1	15.2	75.6756	15.80044439
2009	2008	"DU"	"2009DU"	"R4"	"DKC6169VT3"	65	251.46	109.22	62099.95755	0	15.6	74.5173	13.96190932
2009	2009	"DU"	"2009DU"	"R1"	"DKC6544VT3"	64	251.46	116.84	69550.1733	0	17.1	75.933	14.45107065
2009	2009	"DU"	"2009DU"	"R2"	"DKC6544VT3"	64	251.46	111.76	74519.45485	0	17.7	76.5765	13.72431032
2009	2009	"DU"	"2009DU"	"R3"	"DKC6544VT3"	65	281.94	119.38	74519.45485	0	17.6	75.4182	16.30597039
2009	2009	"DU"	"2009DU"	"R4"	"DKC6544VT3"	65	254	116.84	75347.2566	0	17.4	74.3886	15.3905272
2009	2009	"DU"	"2009DU"	"R1"	"7514X"	66	274.32	124.46	77830.66185	5	18.7	74.1312	14.75061525
2009	2009	"DU"	"2009DU"	"R2"	"7514X"	67	271.78	119.38	76175.05835	6	18.4	72.3294	14.62361118
2009	2009	"DU"	"2009DU"	"R3"	"7514X"	68	287.02	119.38	82799.9434	12	18.6	75.1608	14.11719581
2009	2009	"DU"	"2009DU"	"R4"	"7514X"	69	279.4	129.54	74519.45485	10	18.8	74.0025	15.34632481
2009	2009	"DU"	"2009DU"	"R1"	"1305X"	65	254	99.06	63755.56105	1	18.5	73.8738	14.60569009
2009	2009	"DU"	"2009DU"	"R2"	"1305X"	64	238.76	119.38	74519.45485	0	18.5	74.646	14.20702362
2009	2009	"DU"	"2009DU"	"R3"	"1305X"	65	251.46	116.84	75347.2566	14	NA	NA	NA
2009	2009	"DU"	"2009DU"	"R4"	"1305X"	65	243.84	104.14	63755.56105	7	18.4	74.2599	13.78901303
2009	2009	"DU"	"2009DU"	"R1"	"1420V"	64	256.54	96.52	72863.85135	0	19.6	71.9433	14.83759703
