gen	env	amylase	diapow	hddate	lodging	malt	height	protein	yield
SM104	ID91	31.5	88	185.5	NA	74.1	128.3	14.9	7.452
SM104	OR91	28	141	191	NA	72.6	105	15.4	5.832
SM104	WA91	28.9	78	182.5	NA	74.3	137	13.8	5.617
SM104	MTi91	32.8	100	186	NA	73.5	112	13.8	4.917
SM104	MTd91	NA	NA	186	NA	NA	102	NA	1.933
SM104	NY92	NA	NA	182	15	NA	100	NA	5.329
SM104	ON92	NA	NA	202	30	NA	100	NA	3.23
SM104	WA92	32.6	87	160	NA	73.3	81.5	13.6	3.619
SM104	MA92	NA	NA	201.5	45	NA	106	NA	7.381
SM104	SKo92	NA	NA	193	60	NA	132	NA	7.3242
SM104	SKg92	NA	NA	191	NA	NA	76	NA	4.3264
SM104	SKk92	NA	NA	201	NA	NA	95	NA	5.2948
SM104	ID92	32.1	146	191	NA	72.8	96.5	15.4	4.341
SM105	MN92	32.3	82	161	NA	75.5	103	12.1	3.719
SM105	MTi92	33.6	104	176	85	79.7	111	11.3	5.997
SM105	MTd92	27.7	84	172	35	77.5	80	12.2	5.384
SM105	ID91	26.9	85	183	NA	76.2	116.8	12.6	8.095
SM105	OR91	23.9	104	193	NA	75.2	100	12.6	5.713
SM105	WA91	28	69	184	NA	77.4	125	10.5	4.898
SM105	MTi91	28.4	89	189	NA	74.3	111	11.7	5.032
SM105	MTd91	NA	NA	188	NA	NA	95	NA	2.732
SM105	NY92	NA	NA	185	5	NA	90	NA	6.015
SM105	ON92	NA	NA	206	0	NA	105	NA	2.4
SM105	WA92	30.2	64	163	NA	75.8	72.5	10.9	3.481
SM105	MA92	NA	NA	202	65	NA	94	NA	6.933
SM105	SKo92	NA	NA	195	40	NA	120	NA	8.0785
SM105	SKg92	NA	NA	196	NA	NA	59	NA	3.5862
SM105	SKk92	NA	NA	201	NA	NA	85	NA	6.2124
SM105	ID92	31.4	125	195	NA	74	96.5	14.1	4.194
SM110	MN92	35.9	105	146	NA	76.6	74.5	10.3	4.671
SM110	MTi92	34.3	101	169	30	78.7	93	10.6	6.566
SM110	MTd92	NA	NA	160.5	15	NA	64	NA	4.978
SM110	ID91	29.7	91	178	NA	74.3	109.2	12.6	9.177
SM110	OR91	27.5	91	189	NA	75.7	100	12.4	7.166
SM110	WA91	27.7	79	175	NA	75	112.5	10.6	5.522
SM110	MTi91	26.2	96	178	NA	72.6	93	11.8	6.507
SM110	MTd91	NA	NA	177	NA	NA	95	NA	3.786
SM110	NY92	NA	NA	169	15	NA	80	NA	6.395
SM110	ON92	NA	NA	200	80	NA	100	NA	3.47
SM110	WA92	31.8	83	153.5	NA	74.1	56	11.2	3.007
SM110	MA92	NA	NA	188	40	NA	72.5	NA	6.369
SM110	SKo92	NA	NA	187	50	NA	104	NA	7.6451
SM110	SKg92	NA	NA	182	NA	NA	50	NA	2.0229
SM110	SKk92	NA	NA	190	NA	NA	66	NA	5.0328
SM110	ID92	33.5	126	180	NA	74.1	76.2	13.4	5.058
SM112	MN92	31.7	77	149	NA	73.8	84	13.5	4.97
SM112	MTi92	31.5	77	170	0	75.4	99	14.1	5.526
SM112	MTd92	25.4	70	163	5	72	76	16.2	4.933
SM112	ID91	24.7	62	177	NA	73.7	105.4	15	8.513
SM112	OR91	20.7	61	186	NA	71.1	100	15	6.076
SM112	WA91	25.3	59	176	NA	72	118	14.5	5.956
SM112	MTi91	25.7	69	178	NA	70.3	99	14.5	6.498
SM112	MTd91	NA	NA	178	NA	NA	94	NA	3.853
SM112	NY92	NA	NA	174.5	15	NA	85	NA	5.283
SM112	ON92	NA	NA	200	0	NA	95	NA	4.17
SM112	WA92	26.1	58	153.5	NA	70.8	71.5	13.3	3.426
SM112	MA92	NA	NA	193.5	30	NA	81	NA	5.931
SM112	SKo92	NA	NA	186	20	NA	109	NA	7.5222
SM112	SKg92	NA	NA	185	NA	NA	48	NA	3.4037
SM112	SKk92	NA	NA	192	NA	NA	75	NA	4.7523
SM112	ID92	29.2	92	183	NA	72.9	94	14.4	6.574
SM116	MN92	28.4	84	150	NA	76.4	86	11.4	5.626
SM116	MTi92	32.9	104	172	45	76.6	106	12.9	6.471
SM116	MTd92	27	104	163.5	10	74.7	77	14.8	5.248
SM116	ID91	26.5	108	181	NA	74.7	109.2	13.6	8.049
SM116	OR91	25	119	193	NA	74.2	100	13.2	4.241
SM116	WA91	26.5	79	178	NA	75.1	123	12.2	6.75
SM116	MTi91	27.5	115	184	NA	71.2	106	14.7	5.68
SM116	MTd91	NA	NA	185	NA	NA	92	NA	3.87
SM116	NY92	NA	NA	175	20	NA	87.5	NA	6.636
SM116	ON92	NA	NA	201	0	NA	100	NA	4.13
SM116	WA92	27.5	77	155.5	NA	73.3	72.5	12.6	3.673
SM116	MA92	NA	NA	194.5	30	NA	86.5	NA	7.936
SM116	SKo92	NA	NA	186	20	NA	114	NA	7.3584
SM116	SKg92	NA	NA	187	NA	NA	55	NA	3.4138
SM116	SKk92	NA	NA	195	NA	NA	76	NA	5.0649
SM116	ID92	30.1	122	187	NA	74.7	86.4	13.8	6.925
SM120	MN92	30.9	69	150	NA	74.3	90	12	5.159
SM120	MTi92	37.8	96	173	50	79.2	108	12	6.547
SM120	MTd92	27.4	91	166.5	15	74	77	14.5	4.523
SM120	ID91	30	73	181	NA	73.4	114.3	12.8	6.21
SM120	OR91	26.3	78	189	NA	75.2	110	13	5.959
SM120	WA91	26.4	61	179	NA	75.6	128	11.2	5.432
SM120	MTi91	28.4	93	184	NA	71.6	108	13.6	4.947
SM120	MTd91	NA	NA	184	NA	NA	91	NA	3.364
SM120	NY92	NA	NA	175	30	NA	85	NA	6.708
SM120	ON92	NA	NA	201	80	NA	85	NA	3.66
SM120	WA92	26.1	63	156	NA	73.7	77.5	11.4	3.604
SM120	MA92	NA	NA	193.5	35	NA	86.5	NA	7.727
SM120	SKo92	NA	NA	186	80	NA	107	NA	7.6212
SM120	SKg92	NA	NA	186	NA	NA	56	NA	3.767
SM120	SKk92	NA	NA	194	NA	NA	77	NA	5.0751
SM120	ID92	30	106	187	NA	73.8	83.8	13.2	6.175
SM124	MN92	24.7	70	159	NA	74.6	123.5	12.1	4.459
SM124	MTi92	29.3	90	175	60	76.5	124	12.6	5.534
SM124	MTd92	26	95	169	20	73.7	101.5	14.8	5.509
SM124	ID91	26.9	89	183	NA	71.9	127	14.9	6.487
SM124	OR91	22.5	81	191	NA	74.5	110	11.6	6.012
SM124	WA91	30.1	65	184	NA	73.9	141	12.1	5.93
SM124	MTi91	24.4	84	185	NA	69.7	124	13.8	4.508
SM124	MTd91	NA	NA	185	NA	NA	110	NA	2.953
SM124	NY92	NA	NA	182	15	NA	107.5	NA	4.706
SM124	ON92	NA	NA	200	50	NA	110	NA	2.82
SM124	WA92	25.4	71	159.5	NA	72.7	98	12.2	4.283
SM124	MA92	NA	NA	202.5	65	NA	110	NA	6.709
SM124	SKo92	NA	NA	190	90	NA	135	NA	7.1433
SM124	SKg92	NA	NA	192	NA	NA	66	NA	3.7417
SM124	SKk92	NA	NA	197	NA	NA	100	NA	5.7494
SM124	ID92	26	112	192	NA	72.6	101.6	14.4	5.509
SM125	MN92	22.8	69	162.5	NA	72.4	101.5	13.5	5.68
SM125	MTi92	33.7	93	176	0	76.7	98	12.7	7.213
SM125	MTd92	28.4	90	173	10	73.7	76	13.7	5.267
SM125	ID91	26	76	185	NA	72.3	115.6	14.2	8.484
SM125	OR91	24.4	77	193	NA	70.8	100	14.7	4.897
SM125	WA91	26	70	185.5	NA	73.2	119	14.5	8.049
SM125	MTi91	24.4	75	186	NA	72.1	98	13.4	6.598
SM125	MTd91	NA	NA	188	NA	NA	88	NA	3.502
SM125	NY92	NA	NA	182	5	NA	90	NA	6.425
SM125	ON92	NA	NA	204	0	NA	100	NA	3.79
SM125	WA92	25.4	48	163.5	NA	73.6	65	10.9	3.267
SM125	MA92	NA	NA	203	25	NA	93	NA	7.374
SM125	SKo92	NA	NA	195	10	NA	115	NA	7.1604
SM125	SKg92	NA	NA	190	NA	NA	68	NA	4.4937
SM125	SKk92	NA	NA	203	NA	NA	78	NA	5.5043
SM125	ID92	29.2	108	191	NA	72.6	83.8	13.7	5.45
SM126	MN92	35.6	76	148	NA	77.6	72.5	9.3	4.51
SM126	MTi92	29.3	89	171	0	77.7	92	12.9	6.045
SM126	MTd92	27.2	87	165.5	15	74.6	72	14.2	3.879
SM126	ID91	21.2	58	181	NA	72.8	101.6	12.8	8.464
SM126	OR91	22.8	60	178	NA	NA	115	NA	5.852
SM126	WA91	23.5	53	182	NA	74.8	92	11.4	5.508
SM126	MTi91	26.9	68	183	NA	73.3	89	12.2	5.885
SM126	MTd91	NA	NA	183	NA	NA	95	NA	3.868
SM126	NY92	NA	NA	174.5	15	NA	80	NA	6.873
SM126	ON92	NA	NA	198	0	NA	95	NA	3.77
SM126	WA92	27.8	63	156	NA	73.6	67.5	12.3	3.438
SM126	MA92	NA	NA	194	35	NA	76.5	NA	6.943
SM126	SKo92	NA	NA	185	30	NA	105	NA	6.1741
SM126	SKg92	NA	NA	186	NA	NA	40	NA	2.8561
SM126	SKk92	NA	NA	193	NA	NA	68	NA	4.6982
SM126	ID92	27.4	92	185	NA	73.7	78.7	12.8	4.874
SM127	MN92	48.6	99	151.5	NA	82.6	90.5	9.3	4.039
SM127	MTi92	42	142	172	25	81.9	105	13.4	5.094
SM127	MTd92	36.7	144	165	80	78.4	89	14.7	3.408
SM127	ID91	40.1	128	178	NA	77	114.3	14.5	6.885
SM127	OR91	40.9	158	189	NA	77.7	95	14.2	7.492
SM127	WA91	44.1	107	178	NA	79.4	128	11.9	4.685
SM127	MTi91	37.2	114	182	NA	76.7	105	12.8	4.427
SM127	MTd91	NA	NA	182	NA	NA	100	NA	1.685
SM127	NY92	NA	NA	176.5	20	NA	85	NA	5.998
SM127	ON92	NA	NA	202	40	NA	105	NA	3.71
SM127	WA92	39.4	99	155	NA	77.8	82.5	11.9	3.851
SM127	MA92	NA	NA	197.5	50	NA	102.5	NA	7.51
SM127	SKo92	NA	NA	188	70	NA	121	NA	7.0239
SM127	SKg92	NA	NA	190	NA	NA	64	NA	3.5084
SM127	SKk92	NA	NA	198	NA	NA	89	NA	5.0582
SM127	ID92	38.9	161	187	NA	77.1	86.4	13.4	4.661
SM129	MN92	31.1	81	150	NA	74.7	97	12.9	5.048
SM129	MTi92	34.2	80	171	15	76.5	105	12.8	6.553
SM129	MTd92	26	63	162	10	72.7	123.2	15.3	4.458
SM129	ID91	23.7	58	180	NA	73.1	95	13.1	8.969
SM129	OR91	23.2	81	187.5	NA	70.1	129	15.5	4.604
SM129	WA91	29.2	61	178	NA	73.5	104	14	6.046
SM129	MTi91	24.7	62	182	NA	70.3	101	12.7	6.399
SM129	MTd91	NA	NA	181	NA	NA	105.2	NA	3.912
SM129	NY92	NA	NA	174.5	30	NA	92.5	NA	6.123
SM129	ON92	NA	NA	201	70	NA	100	NA	3.17
SM129	WA92	23.7	49	156	NA	71.7	82.5	12.7	4.372
SM129	MA92	NA	NA	196.5	40	NA	89.5	NA	7.452
SM129	SKo92	NA	NA	186	80	NA	115	NA	5.2048
SM129	SKg92	NA	NA	185	NA	NA	NA	NA	4.001
SM129	SKk92	NA	NA	193	NA	NA	76	NA	5.2238
SM129	ID92	33.2	83	185	NA	72.2	104	13.5	5.83
SM130	MN92	32	90	144.5	NA	75.3	83	12.8	4.587
SM130	MTi92	35.5	111	168	0	78.3	100	12.8	6.704
SM130	MTd92	31.7	113	161.5	25	76	67.5	14.7	4.934
SM130	ID91	33.6	108	176	NA	74.5	109.2	13.4	6.198
SM130	OR91	29.3	108	186	NA	75.4	85	13.1	5.59
SM130	WA91	32.4	79	175	NA	77.5	110	10.9	4.831
SM130	MTi91	30.6	101	178	NA	74.5	100	13.3	5.935
SM130	MTd91	NA	NA	177	NA	NA	93	NA	3.301
SM130	NY92	NA	NA	169	10	NA	80	NA	5.594
SM130	ON92	NA	NA	197	30	NA	110	NA	3.66
SM130	WA92	30.9	78	152	NA	75.6	71	11.7	3.98
SM130	MA92	NA	NA	190	40	NA	77.5	NA	6.536
SM130	SKo92	NA	NA	186	40	NA	106	NA	8.041
SM130	SKg92	NA	NA	182	NA	NA	45	NA	2.8865
SM130	SKk92	NA	NA	190	NA	NA	63	NA	4.5055
SM130	ID92	40.2	125	180	NA	75.7	73.7	12.8	5.03
SM131	MN92	24.4	74	157	NA	75.9	106	11.7	5.381
SM131	MTi92	28.5	100	175	0	78.3	102	11.9	6.522
SM131	MTd92	27.2	107	166	65	76	84	13.1	5.642
SM131	ID91	29.4	83	183	NA	76.1	111.8	11.3	8.62
SM131	OR91	28	119	191	NA	72.7	80	13.5	4.298
SM131	WA91	27.6	78	182	NA	76.9	123	10.9	5.766
SM131	MTi91	24.1	78	184	NA	74	102	11.8	5.832
SM131	MTd91	NA	NA	187	NA	NA	91	NA	3.254
SM131	NY92	NA	NA	182	0	NA	90	NA	5.81
SM131	ON92	NA	NA	198	0	NA	105	NA	3.59
SM131	WA92	28.9	89	158	NA	74.6	72.5	11.7	3.705
SM131	MA92	NA	NA	199.5	25	NA	98.5	NA	7.513
SM131	SKo92	NA	NA	192	20	NA	125	NA	10.3038
SM131	SKg92	NA	NA	191	NA	NA	51	NA	3.6251
SM131	SKk92	NA	NA	199	NA	NA	85	NA	5.4553
SM131	ID92	36.1	114	190	NA	74.6	94	13.3	5.07
SM132	MN92	25.8	92	157.5	NA	75.1	124.5	11.6	4.775
SM132	MTi92	28.5	121	174.5	85	77.7	124	11.8	4.973
SM132	MTd92	31.1	126	170	90	77.2	98	13.3	2.134
SM132	ID91	25.3	114	183.5	NA	74.4	128.3	13.5	7.536
SM132	OR91	18.9	95	191	NA	73.8	117.5	13	6.861
SM132	WA91	29.1	77	181	NA	75.8	143.5	12.3	4.594
SM132	MTi91	26	93	185	NA	73	124	11.8	4.154
SM132	MTd91	NA	NA	187	NA	NA	101	NA	2.585
SM132	NY92	NA	NA	182	10	NA	100	NA	5.376
SM132	ON92	NA	NA	200	50	NA	120	NA	3.54
SM132	WA92	28.6	79	160	NA	74	93.5	10.5	3.993
SM132	MA92	NA	NA	202.5	65	NA	118	NA	7.323
SM132	SKo92	NA	NA	192	80	NA	133	NA	7.5973
SM132	SKg92	NA	NA	188	NA	NA	85	NA	4.2351
SM132	SKk92	NA	NA	200	NA	NA	100	NA	5.5043
SM132	ID92	32.1	114	192	NA	73.1	96.5	13	1.39
SM133	MN92	26.8	63	149	NA	73.4	83.5	11.6	5.149
SM133	MTi92	26.9	70	170	50	77	97	10.8	6.463
SM133	MTd92	21.9	61	162.5	10	74.7	70.5	12.8	5.92
SM133	ID91	24.2	63	177	NA	73	101.6	12.2	7.594
SM133	OR91	20.1	57	189	NA	72	100	11.4	6.976
SM133	WA91	39	109	175	NA	74.3	118	10.7	6.037
SM133	MTi91	23.2	56	179	NA	72.3	97	11.6	6.226
SM133	MTd91	NA	NA	179	NA	NA	93	NA	3.561
SM133	NY92	NA	NA	172.5	30	NA	90	NA	6.177
SM133	ON92	NA	NA	197	80	NA	90	NA	2.91
SM133	WA92	25.1	49	155	NA	73.8	58.5	10.4	3.993
SM133	MA92	NA	NA	194.5	50	NA	78.5	NA	6.905
SM133	SKo92	NA	NA	193	70	NA	105	NA	6.6655
SM133	SKg92	NA	NA	186	NA	NA	42	NA	3.3766
SM133	SKk92	NA	NA	191	NA	NA	69	NA	4.6441
SM133	ID92	31.6	81	182	NA	71.1	91.4	12.4	5.73
SM134	MN92	28.4	65	148.5	NA	76.9	96	10.6	5.798
SM134	MTi92	43.8	131	174	50	79.8	119	13.1	5.954
SM134	MTd92	31.9	126	165	80	75.8	97.5	14.3	3.486
SM134	ID91	37.2	110	182	NA	75.8	123.2	14	7.201
SM134	OR91	31.7	155	190	NA	74.7	105	14.7	4.799
SM134	WA91	35.3	97	180	NA	77.2	146	13	4.385
SM134	MTi91	32.2	111	184	NA	75.8	119	13.2	5.963
SM134	MTd91	NA	NA	184	NA	NA	110	NA	2.218
SM134	NY92	NA	NA	178	25	NA	92.5	NA	5.656
SM134	ON92	NA	NA	198	80	NA	95	NA	2.45
SM134	WA92	32.3	99	158	NA	76.7	84	11.6	2.653
SM134	MA92	NA	NA	199	55	NA	102	NA	7.306
SM134	SKo92	NA	NA	191	90	NA	121	NA	8.3857
SM134	SKg92	NA	NA	190	NA	NA	81	NA	4.0983
SM134	SKk92	NA	NA	197	NA	NA	96	NA	5.7883
SM134	ID92	42	170	190	NA	74.7	96.5	14.7	4.509
SM135	MN92	33.9	87	147	NA	79.2	91	10.5	4.281
SM135	MTi92	33.3	122	170.5	90	78.8	98	12.8	6.179
SM135	MTd92	27.6	102	162.5	50	76.5	78	13.8	4.527
SM135	ID91	28.9	94	177	NA	75.1	114.3	12.5	7.75
SM135	OR91	23.8	98	189	NA	75.1	100	14.5	7.418
SM135	WA91	29	93	178	NA	75.6	133	12.9	4.113
SM135	MTi91	26.9	101	182	NA	74.2	98	13.1	5.271
SM135	MTd91	NA	NA	179	NA	NA	95	NA	2.889
SM135	NY92	NA	NA	172.5	35	NA	90	NA	6.356
SM135	ON92	NA	NA	198	70	NA	95	NA	2.83
SM135	WA92	29.9	78	153.5	NA	74.8	80	10.1	3.745
SM135	MA92	NA	NA	191.5	40	NA	87	NA	6.454
SM135	SKo92	NA	NA	185	80	NA	106	NA	6.9761
SM135	SKg92	NA	NA	185	NA	NA	42	NA	3.6098
SM135	SKk92	NA	NA	192	NA	NA	78	NA	5.2018
SM135	ID92	35.1	135	184	NA	72.4	86.4	13.6	5.113
SM136	MN92	26.9	77	158	NA	75.5	98	11.4	5.845
SM136	MTi92	32.1	121	174.5	0	77.9	105	11.3	6.781
SM136	MTd92	27.4	97	171	30	75.5	74	13.3	4.447
SM136	ID91	24.1	86	183.5	NA	74.8	110.5	12.4	9.13
SM136	OR91	24.4	124	193.5	NA	73.8	95	14.8	5.528
SM136	WA91	28.7	90	180	NA	75.2	114	11.6	6.137
SM136	MTi91	23.8	101	185	NA	72.2	105	12.1	5.927
SM136	MTd91	NA	NA	185	NA	NA	90	NA	3.092
SM136	NY92	NA	NA	182	0	NA	85	NA	6.05
SM136	ON92	NA	NA	202	0	NA	115	NA	4.13
SM136	WA92	31.7	93	160	NA	75.2	63.5	10.8	3.472
SM136	MA92	NA	NA	199	40	NA	88	NA	7.302
SM136	SKo92	NA	NA	190	10	NA	120	NA	11.5256
SM136	SKg92	NA	NA	195	NA	NA	55	NA	3.9259
SM136	SKk92	NA	NA	197	NA	NA	75	NA	5.7443
SM136	ID92	34.1	125	193	NA	72.5	99.1	13.5	4.862
SM137	MN92	27.1	49	159	NA	80.4	109	8.3	4.136
SM137	MTi92	29.6	91	176.5	70	75.6	133	11.3	6.478
SM137	MTd92	22.4	74	171.5	15	75.6	95.5	12.3	5.492
SM137	ID91	25.7	71	186	NA	72.1	121.9	13.5	4.843
SM137	OR91	17.1	78	193	NA	71	95	15.4	4.134
SM137	WA91	25.9	58	186	NA	74.6	141	10.5	5.131
SM137	MTi91	23.8	85	189	NA	70.2	133	13.8	4.478
SM137	MTd91	NA	NA	189	NA	NA	102	NA	3.37
SM137	NY92	NA	NA	182	10	NA	100	NA	5.675
SM137	ON92	NA	NA	202	70	NA	85	NA	2.53
SM137	WA92	21.7	45	163.5	NA	72.6	90	10.7	4.416
SM137	MA92	NA	NA	203.5	65	NA	111.5	NA	6.207
SM137	SKo92	NA	NA	195	90	NA	126	NA	7.1775
SM137	SKg92	NA	NA	195	NA	NA	83	NA	4.759
SM137	SKk92	NA	NA	201	NA	NA	91	NA	6.1601
SM137	ID92	28.7	89	195	NA	73.1	88.9	13	4.63
SM139	MN92	29.2	105	145.5	NA	72.3	85	14.9	4.469
SM139	MTi92	27.8	115	169.5	0	75.6	103	14.5	5.04
SM139	MTd92	23.2	97	160	15	72	76.5	16.9	4.327
SM139	ID91	23.3	92	173.5	NA	74.3	109.2	13.1	7.784
SM139	OR91	20.2	72	190	NA	73.3	102.5	15.8	6.162
SM139	WA91	23.9	83	174.5	NA	75.5	120	13.2	5.337
SM139	MTi91	20.7	85	178	NA	72.1	103	14.4	6.251
SM139	MTd91	NA	NA	177	NA	NA	98	NA	4.698
SM139	NY92	NA	NA	169.5	10	NA	77.5	NA	5.286
SM139	ON92	NA	NA	201	20	NA	100	NA	4.09
SM139	WA92	21.7	79	150.5	NA	72.1	71	12.9	3.567
SM139	MA92	NA	NA	189	25	NA	85	NA	5.959
SM139	SKo92	NA	NA	182	60	NA	109	NA	6.3003
SM139	SKg92	NA	NA	183	NA	NA	49	NA	2.7057
SM139	SKk92	NA	NA	191	NA	NA	72	NA	4.007
SM139	ID92	30.3	129	180	NA	73.3	78.7	13.8	5.061
SM140	MN92	26	77	157	NA	74.6	92.5	13.3	5.71
SM140	MTi92	27	109	174.5	10	77.5	109	12.7	6.003
SM140	MTd92	23.7	101	166.5	35	74.6	82.5	14.7	4.485
SM140	ID91	27.9	76	183	NA	75.9	116.8	12.9	9.364
SM140	OR91	19	67	191	NA	74	110	13.6	8.407
SM140	WA91	25.9	83	178	NA	77.3	131	11.9	6.205
SM140	MTi91	23.3	82	185	NA	73.4	109	12.5	5.702
SM140	MTd91	NA	NA	186	NA	NA	94	NA	3.436
SM140	NY92	NA	NA	180	20	NA	90	NA	6.929
SM140	ON92	NA	NA	199	20	NA	100	NA	4.22
SM140	WA92	27.3	90	157	NA	74.6	70	11.5	3.226
SM140	MA92	NA	NA	198.5	30	NA	98.5	NA	7.235
SM140	SKo92	NA	NA	190	40	NA	126	NA	8.4471
SM140	SKg92	NA	NA	191	NA	NA	51	NA	3.8312
SM140	SKk92	NA	NA	198	NA	NA	77	NA	5.0649
SM140	ID92	29.8	120	188	NA	73.8	91.4	13.4	5.56
SM141	MN92	27	61	155	NA	77.7	109.5	10.6	5.626
SM141	MTi92	31.9	93	173	35	80.2	107	11.5	6.723
SM141	MTd92	28.7	91	167.5	60	77.7	84	13.3	4.031
SM141	ID91	30.3	85	184	NA	76.6	116.8	13	8.666
SM141	OR91	25.7	76	189	NA	76.8	105	14.1	10.001
SM141	WA91	34	75	180	NA	77.8	136	12.1	4.748
SM141	MTi91	27.8	77	184	NA	75	107	12.3	5.843
SM141	MTd91	NA	NA	185	NA	NA	95	NA	3.545
SM141	NY92	NA	NA	178	0	NA	87.5	NA	6.813
SM141	ON92	NA	NA	200	50	NA	100	NA	4.42
SM141	WA92	28.9	62	157.5	NA	76.8	72.5	10	3.5
SM141	MA92	NA	NA	196.5	45	NA	87.5	NA	7.088
SM141	SKo92	NA	NA	191	80	NA	111	NA	8.0137
SM141	SKg92	NA	NA	189	NA	NA	57	NA	4.2318
SM141	SKk92	NA	NA	197	NA	NA	76	NA	5.7122
SM141	ID92	36.4	110	189	NA	74.5	86.4	13.6	5.227
SM142	MN92	28.6	54	158.5	NA	78.6	116.5	9	5.26
SM142	MTi92	37.9	94	175	0	80	122	10.6	7.107
SM142	MTd92	31.1	79	170	35	78	89	12.8	4.928
SM142	ID91	29.7	84	184	NA	77.5	119.4	12.3	8.488
SM142	OR91	23.2	67	193	NA	76.2	110	14.7	8.259
SM142	WA91	31	70	183	NA	77.3	138	11.1	7.436
SM142	MTi91	27.8	78	186	NA	74.9	122	12.7	5.988
SM142	MTd91	NA	NA	186	NA	NA	101	NA	3.44
SM142	NY92	NA	NA	180	10	NA	92.5	NA	6.851
SM142	ON92	NA	NA	200	0	NA	100	NA	4.04
SM142	WA92	29.3	55	160	NA	75.7	78.5	10.4	4.111
SM142	MA92	NA	NA	200.5	50	NA	107	NA	8.301
SM142	SKo92	NA	NA	195	50	NA	126	NA	7.5563
SM142	SKg92	NA	NA	190	NA	NA	68	NA	4.3703
SM142	SKk92	NA	NA	200	NA	NA	97	NA	5.7866
SM142	ID92	36.6	98	191	NA	75.1	91.4	13.3	5.183
SM143	MN92	38.3	97	143	NA	77.8	85.5	11.9	4.856
SM143	MTi92	43.2	126	166	0	78.6	101	13.5	5.043
SM143	MTd92	35.6	128	159	55	77.3	81.5	14.7	3.766
SM143	ID91	33.2	118	173.5	NA	74.9	109.2	14.1	5.625
SM143	OR91	34.3	123	186	NA	75.4	87.5	14	6.338
SM143	WA91	22.1	52	173.5	NA	76.1	118	14.6	5.619
SM143	MTi91	33.5	106	176	NA	74.1	101	13.3	4.609
SM143	MTd91	NA	NA	176	NA	NA	96	NA	3.521
SM143	NY92	NA	NA	170	0	NA	72.5	NA	4.428
SM143	ON92	NA	NA	200	0	NA	100	NA	4.31
SM143	WA92	32.3	80	150	NA	75.6	69	11.5	2.936
SM143	MA92	NA	NA	189	30	NA	82.5	NA	6.146
SM143	SKo92	NA	NA	181	90	NA	108	NA	7.0683
SM143	SKg92	NA	NA	180	NA	NA	61	NA	3.7231
SM143	SKk92	NA	NA	189	NA	NA	79	NA	5.0785
SM143	ID92	43.3	160	180	NA	75	73.7	14.4	4.906
SM144	MN92	27	70	165	NA	74.4	110.5	13.9	4.382
SM144	MTi92	36.3	92	178	45	78.1	114	11.6	6.323
SM144	MTd92	26.1	82	172	30	74.9	81	14.6	4.726
SM144	ID91	26.7	75	184	NA	75.2	119.4	13.4	7.15
SM144	OR91	28.2	104	193	NA	73.7	115	17.3	4.376
SM144	WA91	28.2	75	186	NA	75.2	133	13.2	7.502
SM144	MTi91	28.5	83	189	NA	73.8	114	13.3	5.938
SM144	MTd91	NA	NA	189	NA	NA	92	NA	3.596
SM144	NY92	NA	NA	185	0	NA	87.5	NA	4.487
SM144	ON92	NA	NA	197	0	NA	110	NA	2.85
SM144	WA92	25.9	56	163.5	NA	74.2	76	12	3.85
SM144	MA92	NA	NA	205	45	NA	97	NA	7.81
SM144	SKo92	NA	NA	197	50	NA	128	NA	7.2253
SM144	SKg92	NA	NA	196	NA	NA	66	NA	4.5985
SM144	SKk92	NA	NA	204	NA	NA	86	NA	5.9066
SM144	ID92	36.1	122	196	NA	71.9	101.6	15.7	4.655
SM145	MN92	30	72	159.5	NA	77.9	117	10.1	5.24
SM145	MTi92	39.7	128	177	30	77.2	119	11.5	6.506
SM145	MTd92	30.8	120	172	0	74.8	89	13.8	5.293
SM145	ID91	29	100	185	NA	74	116.8	14.5	8.343
SM145	OR91	26.3	115	193	NA	73.6	115	15.8	5.045
SM145	WA91	32.5	84	183	NA	75	125	12.2	7.576
SM145	MTi91	28.5	111	189	NA	72.1	119	13	6.019
SM145	MTd91	NA	NA	187	NA	NA	97	NA	2.417
SM145	NY92	NA	NA	182	0	NA	95	NA	5.967
SM145	ON92	NA	NA	198	20	NA	110	NA	3.11
SM145	WA92	34.7	106	160	NA	74.3	72.5	12.1	4.07
SM145	MA92	NA	NA	203.5	55	NA	107	NA	7.39
SM145	SKo92	NA	NA	193	60	NA	124	NA	8.5051
SM145	SKg92	NA	NA	195	NA	NA	51	NA	3.3242
SM145	SKk92	NA	NA	202	NA	NA	88	NA	5.2694
SM145	ID92	42.1	169	195	NA	71.2	94	14.7	4.995
SM146	MN92	30.8	78	156.5	NA	74.6	94	13	4.563
SM146	MTi92	35.1	89	173	5	78.1	109	12	5.988
SM146	MTd92	28	78	166	60	74.4	82	14.4	5.318
SM146	ID91	26.5	68	183	NA	74.2	111.8	13.4	6.533
SM146	OR91	25.7	74	189	NA	74.8	95	15.7	6.471
SM146	WA91	29.2	66	180	NA	75.2	123	11.8	6.407
SM146	MTi91	27.4	68	186	NA	74.4	109	11.9	5.801
SM146	MTd91	NA	NA	186	NA	NA	97	NA	3.515
SM146	NY92	NA	NA	178	50	NA	80	NA	6.103
SM146	ON92	NA	NA	202	50	NA	100	NA	2.81
SM146	WA92	34.6	80	159	NA	74.7	72.5	11.9	3.509
