"col"	"row"	"yield"	"range"	"year"	"crop"
1	16	27.87	"R4"	1926	"mangels"
2	16	30.25	"R4"	1926	"mangels"
3	16	28.62	"R4"	1926	"mangels"
4	16	28.5	"R4"	1926	"mangels"
5	16	29.25	"R4"	1926	"mangels"
6	16	32	"R4"	1926	"mangels"
7	16	30.93	"R4"	1926	"mangels"
8	16	31.44	"R4"	1926	"mangels"
9	16	32.31	"R4"	1926	"mangels"
10	16	32.19	"R4"	1926	"mangels"
11	16	32.62	"R4"	1926	"mangels"
12	16	34.44	"R4"	1926	"mangels"
13	16	33.5	"R4"	1926	"mangels"
14	16	38	"R4"	1926	"mangels"
15	16	34	"R4"	1926	"mangels"
16	16	35	"R4"	1926	"mangels"
17	16	33.75	"R4"	1926	"mangels"
18	16	33.5	"R4"	1926	"mangels"
19	16	30	"R4"	1926	"mangels"
20	16	30.5	"R4"	1926	"mangels"
21	16	33	"R4"	1926	"mangels"
22	16	37.25	"R4"	1926	"mangels"
23	16	36.25	"R4"	1926	"mangels"
24	16	38	"R4"	1926	"mangels"
25	16	36.75	"R4"	1926	"mangels"
26	16	39.75	"R4"	1926	"mangels"
27	16	36.75	"R4"	1926	"mangels"
28	16	36.75	"R4"	1926	"mangels"
29	16	38	"R4"	1926	"mangels"
30	16	36.5	"R4"	1926	"mangels"
31	16	37.25	"R4"	1926	"mangels"
32	16	37.75	"R4"	1926	"mangels"
33	16	34.25	"R4"	1926	"mangels"
34	16	36.25	"R4"	1926	"mangels"
35	16	39	"R4"	1926	"mangels"
1	17	26.06	"R4"	1926	"mangels"
2	17	29.62	"R4"	1926	"mangels"
3	17	31.75	"R4"	1926	"mangels"
4	17	31.37	"R4"	1926	"mangels"
5	17	33.5	"R4"	1926	"mangels"
6	17	33.31	"R4"	1926	"mangels"
7	17	33.75	"R4"	1926	"mangels"
8	17	32.62	"R4"	1926	"mangels"
9	17	32.75	"R4"	1926	"mangels"
10	17	35.37	"R4"	1926	"mangels"
11	17	35.25	"R4"	1926	"mangels"
12	17	35.56	"R4"	1926	"mangels"
13	17	33.25	"R4"	1926	"mangels"
14	17	34.25	"R4"	1926	"mangels"
15	17	34.75	"R4"	1926	"mangels"
16	17	34.5	"R4"	1926	"mangels"
17	17	34.25	"R4"	1926	"mangels"
18	17	33.5	"R4"	1926	"mangels"
19	17	33.75	"R4"	1926	"mangels"
20	17	29.5	"R4"	1926	"mangels"
21	17	33.75	"R4"	1926	"mangels"
22	17	35	"R4"	1926	"mangels"
23	17	40.5	"R4"	1926	"mangels"
24	17	41.75	"R4"	1926	"mangels"
25	17	41.75	"R4"	1926	"mangels"
26	17	39.5	"R4"	1926	"mangels"
27	17	37.5	"R4"	1926	"mangels"
28	17	37.25	"R4"	1926	"mangels"
29	17	40.25	"R4"	1926	"mangels"
30	17	38.5	"R4"	1926	"mangels"
31	17	42	"R4"	1926	"mangels"
32	17	40.75	"R4"	1926	"mangels"
33	17	39.75	"R4"	1926	"mangels"
34	17	41.5	"R4"	1926	"mangels"
35	17	40.75	"R4"	1926	"mangels"
1	19	1925	"R5"	1925	"oats"
2	19	2790	"R5"	1925	"oats"
3	19	2610	"R5"	1925	"oats"
4	19	3210	"R5"	1925	"oats"
5	19	2970	"R5"	1925	"oats"
6	19	2555	"R5"	1925	"oats"
7	19	2505	"R5"	1925	"oats"
8	19	2500	"R5"	1925	"oats"
9	19	2445	"R5"	1925	"oats"
10	19	2450	"R5"	1925	"oats"
11	19	2990	"R5"	1925	"oats"
12	19	3330	"R5"	1925	"oats"
13	19	3705	"R5"	1925	"oats"
14	19	4430	"R5"	1925	"oats"
15	19	4150	"R5"	1925	"oats"
16	19	3440	"R5"	1925	"oats"
17	19	3455	"R5"	1925	"oats"
18	19	3640	"R5"	1925	"oats"
19	19	3210	"R5"	1925	"oats"
20	19	3350	"R5"	1925	"oats"
21	19	3415	"R5"	1925	"oats"
22	19	3075	"R5"	1925	"oats"
23	19	3150	"R5"	1925	"oats"
24	19	3120	"R5"	1925	"oats"
25	19	3080	"R5"	1925	"oats"
1	20	2240	"R5"	1925	"oats"
2	20	2860	"R5"	1925	"oats"
3	20	3305	"R5"	1925	"oats"
4	20	3530	"R5"	1925	"oats"
5	20	3390	"R5"	1925	"oats"
6	20	3130	"R5"	1925	"oats"
7	20	3105	"R5"	1925	"oats"
8	20	2848	"R5"	1925	"oats"
9	20	3250	"R5"	1925	"oats"
10	20	3305	"R5"	1925	"oats"
11	20	3428	"R5"	1925	"oats"
12	20	3900	"R5"	1925	"oats"
13	20	4520	"R5"	1925	"oats"
14	20	4980	"R5"	1925	"oats"
15	20	4400	"R5"	1925	"oats"
16	20	3955	"R5"	1925	"oats"
17	20	4038	"R5"	1925	"oats"
18	20	3990	"R5"	1925	"oats"
19	20	3450	"R5"	1925	"oats"
20	20	3670	"R5"	1925	"oats"
21	20	3450	"R5"	1925	"oats"
22	20	3455	"R5"	1925	"oats"
23	20	3500	"R5"	1925	"oats"
24	20	4030	"R5"	1925	"oats"
25	20	4000	"R5"	1925	"oats"
1	21	2730	"R5"	1925	"oats"
2	21	2856	"R5"	1925	"oats"
3	21	2950	"R5"	1925	"oats"
4	21	3340	"R5"	1925	"oats"
5	21	3455	"R5"	1925	"oats"
6	21	3315	"R5"	1925	"oats"
7	21	3180	"R5"	1925	"oats"
8	21	2705	"R5"	1925	"oats"
9	21	3010	"R5"	1925	"oats"
10	21	2940	"R5"	1925	"oats"
11	21	3357	"R5"	1925	"oats"
12	21	3940	"R5"	1925	"oats"
13	21	4380	"R5"	1925	"oats"
14	21	4220	"R5"	1925	"oats"
15	21	3865	"R5"	1925	"oats"
16	21	3945	"R5"	1925	"oats"
17	21	3675	"R5"	1925	"oats"
18	21	3550	"R5"	1925	"oats"
19	21	3975	"R5"	1925	"oats"
20	21	3710	"R5"	1925	"oats"
21	21	3485	"R5"	1925	"oats"
22	21	4120	"R5"	1925	"oats"
23	21	3830	"R5"	1925	"oats"
24	21	3665	"R5"	1925	"oats"
25	21	3770	"R5"	1925	"oats"
1	22	2781	"R5"	1925	"oats"
2	22	2760	"R5"	1925	"oats"
3	22	2940	"R5"	1925	"oats"
4	22	3425	"R5"	1925	"oats"
5	22	3490	"R5"	1925	"oats"
6	22	3690	"R5"	1925	"oats"
7	22	3435	"R5"	1925	"oats"
8	22	2960	"R5"	1925	"oats"
9	22	3160	"R5"	1925	"oats"
10	22	3038	"R5"	1925	"oats"
11	22	3960	"R5"	1925	"oats"
12	22	4170	"R5"	1925	"oats"
13	22	3860	"R5"	1925	"oats"
14	22	3680	"R5"	1925	"oats"
15	22	4125	"R5"	1925	"oats"
16	22	4220	"R5"	1925	"oats"
17	22	3480	"R5"	1925	"oats"
18	22	3502	"R5"	1925	"oats"
19	22	3760	"R5"	1925	"oats"
20	22	3645	"R5"	1925	"oats"
21	22	4085	"R5"	1925	"oats"
22	22	4100	"R5"	1925	"oats"
23	22	4130	"R5"	1925	"oats"
24	22	3775	"R5"	1925	"oats"
25	22	3875	"R5"	1925	"oats"
1	23	2180	"R5"	1925	"oats"
2	23	3060	"R5"	1925	"oats"
3	23	3255	"R5"	1925	"oats"
4	23	3065	"R5"	1925	"oats"
5	23	3000	"R5"	1925	"oats"
6	23	3160	"R5"	1925	"oats"
7	23	3055	"R5"	1925	"oats"
8	23	2735	"R5"	1925	"oats"
9	23	2825	"R5"	1925	"oats"
10	23	2648	"R5"	1925	"oats"
11	23	3670	"R5"	1925	"oats"
12	23	3655	"R5"	1925	"oats"
13	23	3390	"R5"	1925	"oats"
14	23	3915	"R5"	1925	"oats"
15	23	3785	"R5"	1925	"oats"
16	23	4095	"R5"	1925	"oats"
17	23	3435	"R5"	1925	"oats"
18	23	2855	"R5"	1925	"oats"
19	23	3135	"R5"	1925	"oats"
20	23	2900	"R5"	1925	"oats"
21	23	3315	"R5"	1925	"oats"
22	23	3360	"R5"	1925	"oats"
23	23	3130	"R5"	1925	"oats"
24	23	3650	"R5"	1925	"oats"
25	23	3300	"R5"	1925	"oats"
1	19	2400	"R5"	1924	"oats"
2	19	2960	"R5"	1924	"oats"
3	19	3000	"R5"	1924	"oats"
4	19	3050	"R5"	1924	"oats"
5	19	3025	"R5"	1924	"oats"
6	19	3240	"R5"	1924	"oats"
7	19	3190	"R5"	1924	"oats"
8	19	3155	"R5"	1924	"oats"
9	19	3320	"R5"	1924	"oats"
10	19	2770	"R5"	1924	"oats"
11	19	3165	"R5"	1924	"oats"
12	19	2960	"R5"	1924	"oats"
13	19	3020	"R5"	1924	"oats"
14	19	3160	"R5"	1924	"oats"
15	19	3270	"R5"	1924	"oats"
16	19	3050	"R5"	1924	"oats"
17	19	3000	"R5"	1924	"oats"
18	19	2865	"R5"	1924	"oats"
19	19	3575	"R5"	1924	"oats"
20	19	3205	"R5"	1924	"oats"
21	19	3595	"R5"	1924	"oats"
22	19	3580	"R5"	1924	"oats"
23	19	3740	"R5"	1924	"oats"
24	19	3775	"R5"	1924	"oats"
25	19	4000	"R5"	1924	"oats"
1	20	2620	"R5"	1924	"oats"
2	20	2825	"R5"	1924	"oats"
3	20	2905	"R5"	1924	"oats"
4	20	2515	"R5"	1924	"oats"
5	20	3105	"R5"	1924	"oats"
6	20	3445	"R5"	1924	"oats"
7	20	3515	"R5"	1924	"oats"
8	20	3425	"R5"	1924	"oats"
9	20	3490	"R5"	1924	"oats"
10	20	3000	"R5"	1924	"oats"
11	20	3530	"R5"	1924	"oats"
12	20	3350	"R5"	1924	"oats"
13	20	3710	"R5"	1924	"oats"
14	20	3585	"R5"	1924	"oats"
15	20	3650	"R5"	1924	"oats"
16	20	3905	"R5"	1924	"oats"
17	20	3415	"R5"	1924	"oats"
18	20	2890	"R5"	1924	"oats"
19	20	3195	"R5"	1924	"oats"
20	20	3310	"R5"	1924	"oats"
21	20	3465	"R5"	1924	"oats"
22	20	3700	"R5"	1924	"oats"
23	20	3605	"R5"	1924	"oats"
24	20	3655	"R5"	1924	"oats"
25	20	3830	"R5"	1924	"oats"
1	21	2750	"R5"	1924	"oats"
2	21	2590	"R5"	1924	"oats"
3	21	2735	"R5"	1924	"oats"
4	21	2965	"R5"	1924	"oats"
5	21	3170	"R5"	1924	"oats"
6	21	2975	"R5"	1924	"oats"
7	21	3250	"R5"	1924	"oats"
8	21	2920	"R5"	1924	"oats"
9	21	2800	"R5"	1924	"oats"
10	21	2865	"R5"	1924	"oats"
11	21	3150	"R5"	1924	"oats"
12	21	3090	"R5"	1924	"oats"
13	21	2900	"R5"	1924	"oats"
14	21	2990	"R5"	1924	"oats"
15	21	3490	"R5"	1924	"oats"
16	21	3470	"R5"	1924	"oats"
17	21	3555	"R5"	1924	"oats"
18	21	2595	"R5"	1924	"oats"
19	21	2860	"R5"	1924	"oats"
20	21	2665	"R5"	1924	"oats"
21	21	2885	"R5"	1924	"oats"
22	21	3175	"R5"	1924	"oats"
23	21	3355	"R5"	1924	"oats"
24	21	3515	"R5"	1924	"oats"
25	21	3605	"R5"	1924	"oats"
1	22	2700	"R5"	1924	"oats"
2	22	3075	"R5"	1924	"oats"
3	22	3280	"R5"	1924	"oats"
4	22	3325	"R5"	1924	"oats"
5	22	3350	"R5"	1924	"oats"
6	22	3315	"R5"	1924	"oats"
7	22	3565	"R5"	1924	"oats"
8	22	3240	"R5"	1924	"oats"
9	22	2850	"R5"	1924	"oats"
10	22	3025	"R5"	1924	"oats"
11	22	3105	"R5"	1924	"oats"
12	22	3200	"R5"	1924	"oats"
13	22	2775	"R5"	1924	"oats"
14	22	2840	"R5"	1924	"oats"
15	22	2610	"R5"	1924	"oats"
16	22	3410	"R5"	1924	"oats"
17	22	2950	"R5"	1924	"oats"
18	22	2790	"R5"	1924	"oats"
19	22	2660	"R5"	1924	"oats"
20	22	3280	"R5"	1924	"oats"
21	22	3490	"R5"	1924	"oats"
22	22	3180	"R5"	1924	"oats"
23	22	3200	"R5"	1924	"oats"
24	22	3565	"R5"	1924	"oats"
25	22	3325	"R5"	1924	"oats"
1	23	2250	"R5"	1924	"oats"
2	23	3000	"R5"	1924	"oats"
3	23	2640	"R5"	1924	"oats"
4	23	2900	"R5"	1924	"oats"
5	23	2865	"R5"	1924	"oats"
6	23	2810	"R5"	1924	"oats"
7	23	2555	"R5"	1924	"oats"
8	23	2595	"R5"	1924	"oats"
9	23	2535	"R5"	1924	"oats"
10	23	2375	"R5"	1924	"oats"
11	23	2510	"R5"	1924	"oats"
12	23	2570	"R5"	1924	"oats"
13	23	3160	"R5"	1924	"oats"
14	23	2615	"R5"	1924	"oats"
15	23	2895	"R5"	1924	"oats"
16	23	2825	"R5"	1924	"oats"
17	23	3095	"R5"	1924	"oats"
18	23	2580	"R5"	1924	"oats"
19	23	2995	"R5"	1924	"oats"
20	23	2725	"R5"	1924	"oats"
21	23	3050	"R5"	1924	"oats"
22	23	2750	"R5"	1924	"oats"
23	23	2620	"R5"	1924	"oats"
24	23	2975	"R5"	1924	"oats"
25	23	3100	"R5"	1924	"oats"
1	19	24.19	"R5"	1927	"mangels"
2	19	25.71	"R5"	1927	"mangels"
3	19	23.45	"R5"	1927	"mangels"
4	19	25.59	"R5"	1927	"mangels"
5	19	24.11	"R5"	1927	"mangels"
6	19	23.61	"R5"	1927	"mangels"
7	19	22.18	"R5"	1927	"mangels"
8	19	18.9	"R5"	1927	"mangels"
9	19	22.01	"R5"	1927	"mangels"
10	19	21.94	"R5"	1927	"mangels"
11	19	25.75	"R5"	1927	"mangels"
12	19	24.68	"R5"	1927	"mangels"
13	19	26.75	"R5"	1927	"mangels"
14	19	26.72	"R5"	1927	"mangels"
15	19	29.11	"R5"	1927	"mangels"
16	19	27.09	"R5"	1927	"mangels"
17	19	26.27	"R5"	1927	"mangels"
18	19	30.76	"R5"	1927	"mangels"
19	19	26.72	"R5"	1927	"mangels"
20	19	24.93	"R5"	1927	"mangels"
21	19	25.36	"R5"	1927	"mangels"
22	19	25.79	"R5"	1927	"mangels"
23	19	24.28	"R5"	1927	"mangels"
24	19	26.48	"R5"	1927	"mangels"
25	19	24.22	"R5"	1927	"mangels"
1	20	26.16	"R5"	1927	"mangels"
2	20	24.18	"R5"	1927	"mangels"
3	20	12.6	"R5"	1927	"mangels"
4	20	12.95	"R5"	1927	"mangels"
5	20	26.99	"R5"	1927	"mangels"
6	20	24.44	"R5"	1927	"mangels"
7	20	24.06	"R5"	1927	"mangels"
8	20	22.71	"R5"	1927	"mangels"
9	20	22.67	"R5"	1927	"mangels"
10	20	26.99	"R5"	1927	"mangels"
11	20	29.39	"R5"	1927	"mangels"
12	20	28.77	"R5"	1927	"mangels"
13	20	27.35	"R5"	1927	"mangels"
14	20	28.28	"R5"	1927	"mangels"
15	20	28.88	"R5"	1927	"mangels"
16	20	29.1	"R5"	1927	"mangels"
17	20	27.86	"R5"	1927	"mangels"
18	20	30.4	"R5"	1927	"mangels"
19	20	27.41	"R5"	1927	"mangels"
20	20	23.84	"R5"	1927	"mangels"
21	20	27.42	"R5"	1927	"mangels"
22	20	25.65	"R5"	1927	"mangels"
23	20	25	"R5"	1927	"mangels"
24	20	28.39	"R5"	1927	"mangels"
25	20	28.63	"R5"	1927	"mangels"
1	21	22.97	"R5"	1927	"mangels"
2	21	22.57	"R5"	1927	"mangels"
3	21	22.13	"R5"	1927	"mangels"
4	21	23.3	"R5"	1927	"mangels"
5	21	23.01	"R5"	1927	"mangels"
6	21	20.37	"R5"	1927	"mangels"
7	21	22.96	"R5"	1927	"mangels"
8	21	20.13	"R5"	1927	"mangels"
9	21	22.13	"R5"	1927	"mangels"
10	21	23.27	"R5"	1927	"mangels"
11	21	25.4	"R5"	1927	"mangels"
12	21	23.43	"R5"	1927	"mangels"
13	21	27.09	"R5"	1927	"mangels"
14	21	27.2	"R5"	1927	"mangels"
15	21	26.3	"R5"	1927	"mangels"
16	21	24.79	"R5"	1927	"mangels"
17	21	25.91	"R5"	1927	"mangels"
18	21	23.76	"R5"	1927	"mangels"
19	21	23.35	"R5"	1927	"mangels"
20	21	21.6	"R5"	1927	"mangels"
21	21	23.28	"R5"	1927	"mangels"
22	21	25.84	"R5"	1927	"mangels"
23	21	25.19	"R5"	1927	"mangels"
24	21	24.91	"R5"	1927	"mangels"
25	21	26.86	"R5"	1927	"mangels"
1	22	24.16	"R5"	1927	"mangels"
2	22	23.39	"R5"	1927	"mangels"
3	22	25.32	"R5"	1927	"mangels"
4	22	22.64	"R5"	1927	"mangels"
5	22	22.99	"R5"	1927	"mangels"
6	22	23.46	"R5"	1927	"mangels"
7	22	23.66	"R5"	1927	"mangels"
8	22	22.37	"R5"	1927	"mangels"
9	22	24.64	"R5"	1927	"mangels"
10	22	27.12	"R5"	1927	"mangels"
11	22	27.53	"R5"	1927	"mangels"
12	22	27.51	"R5"	1927	"mangels"
13	22	29.03	"R5"	1927	"mangels"
14	22	29.65	"R5"	1927	"mangels"
15	22	28.89	"R5"	1927	"mangels"
16	22	27.79	"R5"	1927	"mangels"
17	22	25.54	"R5"	1927	"mangels"
18	22	26.76	"R5"	1927	"mangels"
19	22	24.66	"R5"	1927	"mangels"
20	22	23.89	"R5"	1927	"mangels"
21	22	23.21	"R5"	1927	"mangels"
22	22	28.53	"R5"	1927	"mangels"
23	22	28.61	"R5"	1927	"mangels"
24	22	29.92	"R5"	1927	"mangels"
25	22	28.59	"R5"	1927	"mangels"
1	23	22.57	"R5"	1927	"mangels"
2	23	24.85	"R5"	1927	"mangels"
3	23	23.57	"R5"	1927	"mangels"
4	23	22.91	"R5"	1927	"mangels"
5	23	23.41	"R5"	1927	"mangels"
6	23	23.2	"R5"	1927	"mangels"
7	23	22.76	"R5"	1927	"mangels"
8	23	26.32	"R5"	1927	"mangels"
9	23	24.61	"R5"	1927	"mangels"
10	23	24.69	"R5"	1927	"mangels"
11	23	27.88	"R5"	1927	"mangels"
12	23	27.6	"R5"	1927	"mangels"
13	23	27.98	"R5"	1927	"mangels"
14	23	26.85	"R5"	1927	"mangels"
15	23	26.89	"R5"	1927	"mangels"
16	23	27.73	"R5"	1927	"mangels"
17	23	25.55	"R5"	1927	"mangels"
18	23	23.81	"R5"	1927	"mangels"
19	23	25.15	"R5"	1927	"mangels"
20	23	24.75	"R5"	1927	"mangels"
21	23	25.01	"R5"	1927	"mangels"
22	23	26.24	"R5"	1927	"mangels"
23	23	16.43	"R5"	1927	"mangels"
24	23	27.95	"R5"	1927	"mangels"
25	23	27.95	"R5"	1927	"mangels"
1	19	4550	"R5"	1926	"oats"
2	19	4510	"R5"	1926	"oats"
3	19	4120	"R5"	1926	"oats"
4	19	4475	"R5"	1926	"oats"
5	19	4481	"R5"	1926	"oats"
6	19	4425	"R5"	1926	"oats"
7	19	4340	"R5"	1926	"oats"
8	19	4100	"R5"	1926	"oats"
9	19	4578	"R5"	1926	"oats"
10	19	4748	"R5"	1926	"oats"
11	19	4500	"R5"	1926	"oats"
12	19	4775	"R5"	1926	"oats"
13	19	5010	"R5"	1926	"oats"
14	19	4981	"R5"	1926	"oats"
15	19	4675	"R5"	1926	"oats"
16	19	5186	"R5"	1926	"oats"
17	19	4515	"R5"	1926	"oats"
18	19	4575	"R5"	1926	"oats"
19	19	4276	"R5"	1926	"oats"
20	19	4798	"R5"	1926	"oats"
21	19	4152	"R5"	1926	"oats"
22	19	4170	"R5"	1926	"oats"
23	19	3710	"R5"	1926	"oats"
24	19	4865	"R5"	1926	"oats"
25	19	4725	"R5"	1926	"oats"
1	20	4295	"R5"	1926	"oats"
2	20	4583	"R5"	1926	"oats"
3	20	5030	"R5"	1926	"oats"
4	20	4577	"R5"	1926	"oats"
5	20	4984	"R5"	1926	"oats"
6	20	4604	"R5"	1926	"oats"
7	20	4422	"R5"	1926	"oats"
8	20	4580	"R5"	1926	"oats"
9	20	4433	"R5"	1926	"oats"
10	20	4585	"R5"	1926	"oats"
11	20	4744	"R5"	1926	"oats"
12	20	4857	"R5"	1926	"oats"
13	20	4300	"R5"	1926	"oats"
14	20	4255	"R5"	1926	"oats"
15	20	4526	"R5"	1926	"oats"
16	20	4682	"R5"	1926	"oats"
17	20	4072	"R5"	1926	"oats"
18	20	3642	"R5"	1926	"oats"
19	20	3965	"R5"	1926	"oats"
20	20	3780	"R5"	1926	"oats"
21	20	4034	"R5"	1926	"oats"
22	20	4311	"R5"	1926	"oats"
23	20	4054	"R5"	1926	"oats"
24	20	4730	"R5"	1926	"oats"
25	20	4295	"R5"	1926	"oats"
1	21	4190	"R5"	1926	"oats"
2	21	4120	"R5"	1926	"oats"
3	21	4288	"R5"	1926	"oats"
4	21	4060	"R5"	1926	"oats"
5	21	4411	"R5"	1926	"oats"
6	21	4061	"R5"	1926	"oats"
7	21	3880	"R5"	1926	"oats"
8	21	4002	"R5"	1926	"oats"
9	21	4006	"R5"	1926	"oats"
10	21	4275	"R5"	1926	"oats"
11	21	4413	"R5"	1926	"oats"
12	21	4745	"R5"	1926	"oats"
13	21	4670	"R5"	1926	"oats"
14	21	4634	"R5"	1926	"oats"
15	21	4188	"R5"	1926	"oats"
16	21	4178	"R5"	1926	"oats"
17	21	3870	"R5"	1926	"oats"
18	21	3560	"R5"	1926	"oats"
19	21	3865	"R5"	1926	"oats"
20	21	4370	"R5"	1926	"oats"
21	21	4082	"R5"	1926	"oats"
22	21	4469	"R5"	1926	"oats"
23	21	4188	"R5"	1926	"oats"
24	21	4368	"R5"	1926	"oats"
25	21	4266	"R5"	1926	"oats"
1	22	4230	"R5"	1926	"oats"
2	22	4336	"R5"	1926	"oats"
3	22	4342	"R5"	1926	"oats"
4	22	4370	"R5"	1926	"oats"
5	22	4420	"R5"	1926	"oats"
6	22	4385	"R5"	1926	"oats"
7	22	4295	"R5"	1926	"oats"
8	22	4176	"R5"	1926	"oats"
9	22	4491	"R5"	1926	"oats"
10	22	4565	"R5"	1926	"oats"
11	22	4639	"R5"	1926	"oats"
12	22	4380	"R5"	1926	"oats"
13	22	3800	"R5"	1926	"oats"
14	22	3825	"R5"	1926	"oats"
15	22	4382	"R5"	1926	"oats"
16	22	3550	"R5"	1926	"oats"
17	22	4229	"R5"	1926	"oats"
18	22	3860	"R5"	1926	"oats"
19	22	4005	"R5"	1926	"oats"
20	22	4020	"R5"	1926	"oats"
21	22	4384	"R5"	1926	"oats"
22	22	4620	"R5"	1926	"oats"
23	22	4722	"R5"	1926	"oats"
24	22	4480	"R5"	1926	"oats"
25	22	4345	"R5"	1926	"oats"
1	23	4650	"R5"	1926	"oats"
2	23	4664	"R5"	1926	"oats"
3	23	4795	"R5"	1926	"oats"
4	23	4630	"R5"	1926	"oats"
5	23	4770	"R5"	1926	"oats"
6	23	4752	"R5"	1926	"oats"
7	23	4965	"R5"	1926	"oats"
8	23	4645	"R5"	1926	"oats"
9	23	5202	"R5"	1926	"oats"
10	23	4940	"R5"	1926	"oats"
11	23	5121	"R5"	1926	"oats"
12	23	4880	"R5"	1926	"oats"
13	23	4295	"R5"	1926	"oats"
14	23	4123	"R5"	1926	"oats"
15	23	4500	"R5"	1926	"oats"
16	23	5309	"R5"	1926	"oats"
17	23	4275	"R5"	1926	"oats"
18	23	4364	"R5"	1926	"oats"
19	23	4330	"R5"	1926	"oats"
20	23	4858	"R5"	1926	"oats"
21	23	4972	"R5"	1926	"oats"
22	23	4990	"R5"	1926	"oats"
23	23	5100	"R5"	1926	"oats"
24	23	4890	"R5"	1926	"oats"
25	23	4270	"R5"	1926	"oats"
