"yield"	"rep"	"gen"	"env"	"year"	"loc"
3136	"R4"	"Well"	"A87"	"87"	"Aurora"
2793	"R4"	"Evan"	"N87"	"87"	"Canton"
2617	"R4"	"Wilk"	"N87"	"87"	"Canton"
2752	"R4"	"Chip"	"N87"	"87"	"Canton"
3122	"R4"	"Hodg"	"N87"	"87"	"Canton"
2655	"R4"	"S200"	"N87"	"87"	"Canton"
2438	"R4"	"Cors"	"N87"	"87"	"Canton"
2484	"R4"	"Well"	"N87"	"87"	"Canton"
3307	"R4"	"Evan"	"C87"	"87"	"Chazy"
3139	"R4"	"Wilk"	"C87"	"87"	"Chazy"
2429	"R4"	"Chip"	"C87"	"87"	"Chazy"
3041	"R4"	"Hodg"	"C87"	"87"	"Chazy"
1207	"R4"	"S200"	"C87"	"87"	"Chazy"
1363	"R4"	"Cors"	"C87"	"87"	"Chazy"
1932	"R4"	"Well"	"C87"	"87"	"Chazy"
2347	"R4"	"Evan"	"E87"	"87"	"Etna"
2727	"R4"	"Wilk"	"E87"	"87"	"Etna"
2532	"R4"	"Chip"	"E87"	"87"	"Etna"
2693	"R4"	"Hodg"	"E87"	"87"	"Etna"
3219	"R4"	"S200"	"E87"	"87"	"Etna"
2615	"R4"	"Cors"	"E87"	"87"	"Etna"
3175	"R4"	"Evan"	"G87"	"87"	"Geneseo"
3167	"R4"	"Wilk"	"G87"	"87"	"Geneseo"
2440	"R4"	"Chip"	"G87"	"87"	"Geneseo"
2598	"R4"	"Hodg"	"G87"	"87"	"Geneseo"
3018	"R4"	"S200"	"G87"	"87"	"Geneseo"
3591	"R4"	"Cors"	"G87"	"87"	"Geneseo"
3027	"R4"	"Well"	"G87"	"87"	"Geneseo"
2538	"R4"	"Evan"	"A88"	"88"	"Aurora"
2292	"R4"	"Wilk"	"A88"	"88"	"Aurora"
2679	"R4"	"Chip"	"A88"	"88"	"Aurora"
3069	"R4"	"Hodg"	"A88"	"88"	"Aurora"
3666	"R4"	"S200"	"A88"	"88"	"Aurora"
3029	"R4"	"Cors"	"A88"	"88"	"Aurora"
2833	"R4"	"Well"	"A88"	"88"	"Aurora"
3666	"R4"	"Evan"	"N88"	"88"	"Canton"
2914	"R4"	"Wilk"	"N88"	"88"	"Canton"
2922	"R4"	"Chip"	"N88"	"88"	"Canton"
3451	"R4"	"Hodg"	"N88"	"88"	"Canton"
3611	"R4"	"S200"	"N88"	"88"	"Canton"
3718	"R4"	"Cors"	"N88"	"88"	"Canton"
3780	"R4"	"Evan"	"C88"	"88"	"Chazy"
3461	"R4"	"Wilk"	"C88"	"88"	"Chazy"
2861	"R4"	"Chip"	"C88"	"88"	"Chazy"
3111	"R4"	"Hodg"	"C88"	"88"	"Chazy"
2633	"R4"	"S200"	"C88"	"88"	"Chazy"
2350	"R4"	"Cors"	"C88"	"88"	"Chazy"
2626	"R4"	"Well"	"C88"	"88"	"Chazy"
2330	"R4"	"Chip"	"E88"	"88"	"Etna"
3008	"R4"	"Hodg"	"E88"	"88"	"Etna"
1752	"R4"	"S200"	"E88"	"88"	"Etna"
2815	"R4"	"Cors"	"E88"	"88"	"Etna"
2829	"R4"	"Well"	"E88"	"88"	"Etna"
4750	"R4"	"Evan"	"G88"	"88"	"Geneseo"
4347	"R4"	"Wilk"	"G88"	"88"	"Geneseo"
3090	"R4"	"Chip"	"G88"	"88"	"Geneseo"
4578	"R4"	"Hodg"	"G88"	"88"	"Geneseo"
4392	"R4"	"S200"	"G88"	"88"	"Geneseo"
3328	"R4"	"Cors"	"G88"	"88"	"Geneseo"
4053	"R4"	"Well"	"G88"	"88"	"Geneseo"
