site	gen_name	gen	year	yield
Waseca	Minn462xPeatland7012	7012	1941	32.5
Waseca	Minn462xPeatland7013	7013	1941	37.9
Waseca	Minn462xPeatland7014	7014	1941	28.9
Waseca	Mars	7015	1941	43.6
Morris	Manchuria	2330	1941	39.3
Morris	Peatland	5267	1941	47
Morris	Velvet	4252	1941	41.4
Morris	WisconsinBarbless	5105	1941	53.3
Morris	Gartons	7016	1941	43.6
Morris	Spartan	5027	1941	54.1
Morris	Minn462xPeatland7010	7010	1941	46.1
Morris	Minn462xPeatland7011	7011	1941	51.5
Morris	Minn462xPeatland7012	7012	1941	45
Morris	Minn462xPeatland7013	7013	1941	47.6
Morris	Minn462xPeatland7014	7014	1941	41.5
Morris	Mars	7015	1941	56
Crookston	Manchuria	2330	1941	23.7
Crookston	Peatland	5267	1941	37.9
Crookston	Velvet	4252	1941	43.8
Crookston	WisconsinBarbless	5105	1941	41.5
Crookston	OAC21	1470	1941	36.2
Crookston	Gartons	7016	1941	32.3
Crookston	Spartan	5027	1941	38.8
Crookston	Minn462xPeatland7010	7010	1941	37.1
Crookston	Minn462xPeatland7011	7011	1941	42.8
Crookston	Minn462xPeatland7012	7012	1941	31.6
Crookston	Minn462xPeatland7013	7013	1941	37.6
Crookston	Minn462xPeatland7014	7014	1941	37.3
Crookston	Mars	7015	1941	41.9
GrandRapids	Manchuria	2330	1941	31.2
GrandRapids	Peatland	5267	1941	37.2
GrandRapids	Velvet	4252	1941	48.2
GrandRapids	WisconsinBarbless	5105	1941	49.5
GrandRapids	Spartan	5027	1941	36.6
GrandRapids	Minn462xPeatland7010	7010	1941	42
GrandRapids	Minn462xPeatland7011	7011	1941	26.1
GrandRapids	Minn462xPeatland7012	7012	1941	37.7
GrandRapids	Minn462xPeatland7013	7013	1941	33.6
GrandRapids	Minn462xPeatland7014	7014	1941	26.3
GrandRapids	Mars	7015	1941	39.7
Duluth	Manchuria	2330	1941	25.5
Duluth	Peatland	5267	1941	29.8
Duluth	Velvet	4252	1941	27.5
Duluth	WisconsinBarbless	5105	1941	32.8
