gen	site	rep	rate	row	col	serp	linrow	lincol	linrate	yield	year	loc
Unicrop	S08	R2	60	10	3	SE1	-0.4	-0.5	1.8305785	0.6564	92	MtBarker
Warrah	S08	R2	30	11	3	SE2	-0.3	-0.5	-1.1694215	1.3984	92	MtBarker
Unicrop	S08	R2	40	12	3	SE3	-0.2	-0.5	-0.1694215	1.0943	92	MtBarker
Illyarrie	S08	R2	70	13	3	SE4	-0.1	-0.5	2.8305785	0.8788	92	MtBarker
Merrit	S08	R2	20	14	3	SE1	0	-0.5	-2.1694215	0.6986	92	MtBarker
Yorrel	S08	R2	20	15	3	SE2	0.1	-0.5	-2.1694215	0.5974	92	MtBarker
Myallie	S08	R2	40	16	3	SE3	0.2	-0.5	-0.1694215	1.8526	92	MtBarker
Myallie	S08	R2	30	17	3	SE4	0.3	-0.5	-1.1694215	1.0341	92	MtBarker
Gungurru	S08	R2	20	18	3	SE1	0.4	-0.5	-2.1694215	1.0194	92	MtBarker
Unicrop	S08	R2	20	19	3	SE2	0.5	-0.5	-2.1694215	1.1711	92	MtBarker
Myallie	S08	R2	50	20	3	SE3	0.6	-0.5	0.8305785	1.6604	92	MtBarker
Warrah	S08	R2	20	21	3	SE4	0.7	-0.5	-2.1694215	1.0553	92	MtBarker
Gungurru	S08	R2	40	22	3	SE1	0.8	-0.5	-0.1694215	0.8471	92	MtBarker
Danja	S08	R2	60	23	3	SE2	0.9	-0.5	1.8305785	1.2225	92	MtBarker
Gungurru	S08	R2	70	24	3	SE3	1	-0.5	2.8305785	1.0191	92	MtBarker
Yorrel	S08	R2	60	25	3	SE4	1.1	-0.5	1.8305785	0.318	92	MtBarker
Illyarrie	S08	R2	20	26	3	SE1	1.2	-0.5	-2.1694215	0.2748	92	MtBarker
Illyarrie	S08	R2	60	27	3	SE2	1.3	-0.5	1.8305785	0.7124	92	MtBarker
Merrit	S08	R2	50	1	4	SE4	-1.3	0.5	0.8305785	1.1671	92	MtBarker
Yorrel	S08	R2	50	2	4	SE1	-1.2	0.5	0.8305785	0.363	92	MtBarker
Yorrel	S08	R2	30	3	4	SE2	-1.1	0.5	-1.1694215	0.483	92	MtBarker
Yandee	S08	R2	40	4	4	SE3	-1	0.5	-0.1694215	1.1404	92	MtBarker
Illyarrie	S08	R2	30	5	4	SE4	-0.9	0.5	-1.1694215	0.6489	92	MtBarker
Danja	S08	R2	70	6	4	SE1	-0.8	0.5	2.8305785	0.9101	92	MtBarker
Merrit	S08	R2	40	7	4	SE2	-0.7	0.5	-0.1694215	1.2835	92	MtBarker
Warrah	S08	R2	50	8	4	SE3	-0.6	0.5	0.8305785	1.755	92	MtBarker
Merrit	S08	R2	70	9	4	SE4	-0.5	0.5	2.8305785	1.1848	92	MtBarker
Merrit	S08	R2	60	10	4	SE1	-0.4	0.5	1.8305785	1.0076	92	MtBarker
Yorrel	S08	R2	40	11	4	SE2	-0.3	0.5	-0.1694215	0.4414	92	MtBarker
Yandee	S08	R2	60	12	4	SE3	-0.2	0.5	1.8305785	0.9639	92	MtBarker
Yorrel	S08	R2	70	13	4	SE4	-0.1	0.5	2.8305785	0.2315	92	MtBarker
Unicrop	S08	R2	50	14	4	SE1	0	0.5	0.8305785	0.4363	92	MtBarker
Unicrop	S08	R2	70	15	4	SE2	0.1	0.5	2.8305785	1.0686	92	MtBarker
Unicrop	S08	R2	30	16	4	SE3	0.2	0.5	-1.1694215	1.1136	92	MtBarker
Danja	S08	R2	20	17	4	SE4	0.3	0.5	-2.1694215	0.708	92	MtBarker
Yandee	S08	R2	50	18	4	SE1	0.4	0.5	0.8305785	0.6683	92	MtBarker
Myallie	S08	R2	20	19	4	SE2	0.5	0.5	-2.1694215	1.0633	92	MtBarker
Danja	S08	R2	30	20	4	SE3	0.6	0.5	-1.1694215	0.9925	92	MtBarker
Warrah	S08	R2	70	21	4	SE4	0.7	0.5	2.8305785	0.8673	92	MtBarker
Myallie	S08	R2	70	22	4	SE1	0.8	0.5	2.8305785	1.0078	92	MtBarker
Yandee	S08	R2	30	23	4	SE2	0.9	0.5	-1.1694215	0.5324	92	MtBarker
Illyarrie	S08	R2	50	24	4	SE3	1	0.5	0.8305785	0.6276	92	MtBarker
Illyarrie	S08	R2	40	25	4	SE4	1.1	0.5	-0.1694215	NA	92	MtBarker
Myallie	S08	R2	60	26	4	SE1	1.2	0.5	1.8305785	NA	92	MtBarker
Merrit	S08	R2	30	27	4	SE2	1.3	0.5	-1.1694215	NA	92	MtBarker
Merrit	S08	R3	40	1	5	SE4	-1.3	1.5	-0.1694215	0.9954	92	MtBarker
Yorrel	S08	R3	40	2	5	SE1	-1.2	1.5	-0.1694215	0.3619	92	MtBarker
Warrah	S08	R3	50	3	5	SE2	-1.1	1.5	0.8305785	1.6465	92	MtBarker
Myallie	S08	R3	50	4	5	SE3	-1	1.5	0.8305785	1.6901	92	MtBarker
Gungurru	S08	R3	20	5	5	SE4	-0.9	1.5	-2.1694215	0.7638	92	MtBarker
Danja	S08	R3	30	6	5	SE1	-0.8	1.5	-1.1694215	0.7648	92	MtBarker
Yandee	S08	R3	60	7	5	SE2	-0.7	1.5	1.8305785	0.9816	92	MtBarker
Merrit	S08	R3	60	8	5	SE3	-0.6	1.5	1.8305785	1.2565	92	MtBarker
Yandee	S08	R3	50	9	5	SE4	-0.5	1.5	0.8305785	0.5631	92	MtBarker
Unicrop	S08	R3	70	10	5	SE1	-0.4	1.5	2.8305785	0.4844	92	MtBarker
Danja	S08	R3	70	11	5	SE2	-0.3	1.5	2.8305785	1.203	92	MtBarker
Danja	S08	R3	20	12	5	SE3	-0.2	1.5	-2.1694215	1.0493	92	MtBarker
Gungurru	S08	R3	70	13	5	SE4	-0.1	1.5	2.8305785	0.9769	92	MtBarker
Yorrel	S08	R3	50	14	5	SE1	0	1.5	0.8305785	0.2333	92	MtBarker
Gungurru	S08	R3	40	15	5	SE2	0.1	1.5	-0.1694215	1.1486	92	MtBarker
Myallie	S08	R3	60	16	5	SE3	0.2	1.5	1.8305785	1.6511	92	MtBarker
Illyarrie	S08	R3	40	17	5	SE4	0.3	1.5	-0.1694215	0.6414	92	MtBarker
Unicrop	S08	R3	40	18	5	SE1	0.4	1.5	-0.1694215	0.5084	92	MtBarker
Yandee	S08	R3	20	19	5	SE2	0.5	1.5	-2.1694215	0.7523	92	MtBarker
Danja	S08	R3	40	20	5	SE3	0.6	1.5	-0.1694215	1.1786	92	MtBarker
Unicrop	S08	R3	60	21	5	SE4	0.7	1.5	1.8305785	0.5569	92	MtBarker
Myallie	S08	R3	30	22	5	SE1	0.8	1.5	-1.1694215	0.7194	92	MtBarker
Warrah	S08	R3	40	23	5	SE2	0.9	1.5	-0.1694215	1.3934	92	MtBarker
Yandee	S08	R3	40	24	5	SE3	1	1.5	-0.1694215	0.9993	92	MtBarker
Gungurru	S08	R3	50	25	5	SE4	1.1	1.5	0.8305785	0.7863	92	MtBarker
Myallie	S08	R3	40	26	5	SE1	1.2	1.5	-0.1694215	0.6565	92	MtBarker
Danja	S08	R3	50	27	5	SE2	1.3	1.5	0.8305785	1.1464	92	MtBarker
Merrit	S08	R3	50	1	6	SE4	-1.3	2.5	0.8305785	0.5373	92	MtBarker
Yorrel	S08	R3	70	2	6	SE1	-1.2	2.5	2.8305785	0.1924	92	MtBarker
Merrit	S08	R3	70	3	6	SE2	-1.1	2.5	2.8305785	0.697	92	MtBarker
Illyarrie	S08	R3	70	4	6	SE3	-1	2.5	2.8305785	0.8265	92	MtBarker
Unicrop	S08	R3	20	5	6	SE4	-0.9	2.5	-2.1694215	0.4398	92	MtBarker
Illyarrie	S08	R3	20	6	6	SE1	-0.8	2.5	-2.1694215	0.448	92	MtBarker
Warrah	S08	R3	70	7	6	SE2	-0.7	2.5	2.8305785	1.356	92	MtBarker
Yorrel	S08	R3	20	8	6	SE3	-0.6	2.5	-2.1694215	0.3899	92	MtBarker
Yandee	S08	R3	30	9	6	SE4	-0.5	2.5	-1.1694215	0.5421	92	MtBarker
Warrah	S08	R3	20	10	6	SE1	-0.4	2.5	-2.1694215	0.5349	92	MtBarker
Unicrop	S08	R3	30	11	6	SE2	-0.3	2.5	-1.1694215	0.7536	92	MtBarker
Myallie	S08	R3	20	12	6	SE3	-0.2	2.5	-2.1694215	0.905	92	MtBarker
Unicrop	S08	R3	50	13	6	SE4	-0.1	2.5	0.8305785	0.4778	92	MtBarker
Yorrel	S08	R3	60	14	6	SE1	0	2.5	1.8305785	0.1776	92	MtBarker
Yorrel	S08	R3	30	15	6	SE2	0.1	2.5	-1.1694215	0.2914	92	MtBarker
Illyarrie	S08	R3	60	16	6	SE3	0.2	2.5	1.8305785	1.1046	92	MtBarker
Merrit	S08	R3	30	17	6	SE4	0.3	2.5	-1.1694215	0.5955	92	MtBarker
Gungurru	S08	R3	30	18	6	SE1	0.4	2.5	-1.1694215	0.7896	92	MtBarker
Warrah	S08	R3	60	19	6	SE2	0.5	2.5	1.8305785	1.6909	92	MtBarker
Warrah	S08	R3	30	20	6	SE3	0.6	2.5	-1.1694215	1.378	92	MtBarker
Illyarrie	S08	R3	50	21	6	SE4	0.7	2.5	0.8305785	0.5916	92	MtBarker
Danja	S08	R3	60	22	6	SE1	0.8	2.5	1.8305785	0.5758	92	MtBarker
Yandee	S08	R3	70	23	6	SE2	0.9	2.5	2.8305785	0.8245	92	MtBarker
Gungurru	S08	R3	60	24	6	SE3	1	2.5	1.8305785	0.9093	92	MtBarker
Illyarrie	S08	R3	30	25	6	SE4	1.1	2.5	-1.1694215	0.5603	92	MtBarker
Merrit	S08	R3	20	26	6	SE1	1.2	2.5	-2.1694215	0.4143	92	MtBarker
Myallie	S08	R3	70	27	6	SE2	1.3	2.5	2.8305785	1.4483	92	MtBarker
Danja	S09	R1	70	1	1	SE4	-1.3	-2.5	2.8305785	1.4691	92	Mullewa
Danja	S09	R1	30	2	1	SE1	-1.2	-2.5	-1.1694215	0.5343	92	Mullewa
Illyarrie	S09	R1	70	3	1	SE2	-1.1	-2.5	2.8305785	0.7463	92	Mullewa
Merrit	S09	R1	70	4	1	SE3	-1	-2.5	2.8305785	0.6965	92	Mullewa
Illyarrie	S09	R1	60	5	1	SE4	-0.9	-2.5	1.8305785	0.9076	92	Mullewa
Illyarrie	S09	R1	20	6	1	SE1	-0.8	-2.5	-2.1694215	0.5506	92	Mullewa
Yandee	S09	R1	50	7	1	SE2	-0.7	-2.5	0.8305785	0.9328	92	Mullewa
Merrit	S09	R1	40	8	1	SE3	-0.6	-2.5	-0.1694215	0.4469	92	Mullewa
Illyarrie	S09	R1	40	9	1	SE4	-0.5	-2.5	-0.1694215	0.8683	92	Mullewa
Myallie	S09	R1	20	10	1	SE1	-0.4	-2.5	-2.1694215	0.4541	92	Mullewa
Myallie	S09	R1	40	11	1	SE2	-0.3	-2.5	-0.1694215	0.7815	92	Mullewa
Gungurru	S09	R1	70	12	1	SE3	-0.2	-2.5	2.8305785	0.7744	92	Mullewa
Merrit	S09	R1	60	13	1	SE4	-0.1	-2.5	1.8305785	0.8844	92	Mullewa
Myallie	S09	R1	70	14	1	SE1	0	-2.5	2.8305785	1.3376	92	Mullewa
Warrah	S09	R1	40	15	1	SE2	0.1	-2.5	-0.1694215	0.5498	92	Mullewa
Gungurru	S09	R1	20	16	1	SE3	0.2	-2.5	-2.1694215	0.4581	92	Mullewa
Danja	S09	R1	20	17	1	SE4	0.3	-2.5	-2.1694215	0.6913	92	Mullewa
Unicrop	S09	R1	60	18	1	SE1	0.4	-2.5	1.8305785	0.659	92	Mullewa
Yorrel	S09	R1	40	19	1	SE2	0.5	-2.5	-0.1694215	0.7323	92	Mullewa
Unicrop	S09	R1	70	20	1	SE3	0.6	-2.5	2.8305785	0.7223	92	Mullewa
Yandee	S09	R1	60	21	1	SE4	0.7	-2.5	1.8305785	0.8505	92	Mullewa
Merrit	S09	R1	50	22	1	SE1	0.8	-2.5	0.8305785	0.7594	92	Mullewa
Danja	S09	R1	50	23	1	SE2	0.9	-2.5	0.8305785	0.7346	92	Mullewa
Yandee	S09	R1	70	24	1	SE3	1	-2.5	2.8305785	0.757	92	Mullewa
Gungurru	S09	R1	60	25	1	SE4	1.1	-2.5	1.8305785	0.857	92	Mullewa
Yorrel	S09	R1	20	26	1	SE1	1.2	-2.5	-2.1694215	0.7034	92	Mullewa
Warrah	S09	R1	20	27	1	SE2	1.3	-2.5	-2.1694215	0.3584	92	Mullewa
Unicrop	S09	R1	20	1	2	SE4	-1.3	-1.5	-2.1694215	0.3316	92	Mullewa
Merrit	S09	R1	70	2	2	SE1	-1.2	-1.5	2.8305785	0.5521	92	Mullewa
Myallie	S09	R1	50	3	2	SE2	-1.1	-1.5	0.8305785	0.6359	92	Mullewa
Warrah	S09	R1	50	4	2	SE3	-1	-1.5	0.8305785	0.2706	92	Mullewa
Yandee	S09	R1	20	5	2	SE4	-0.9	-1.5	-2.1694215	0.3263	92	Mullewa
Gungurru	S09	R1	40	6	2	SE1	-0.8	-1.5	-0.1694215	0.5454	92	Mullewa
Yorrel	S09	R1	30	7	2	SE2	-0.7	-1.5	-1.1694215	0.8379	92	Mullewa
Yandee	S09	R1	40	8	2	SE3	-0.6	-1.5	-0.1694215	0.593	92	Mullewa
Illyarrie	S09	R1	50	9	2	SE4	-0.5	-1.5	0.8305785	0.7303	92	Mullewa
Warrah	S09	R1	50	10	2	SE1	-0.4	-1.5	0.8305785	0.4175	92	Mullewa
Myallie	S09	R1	30	11	2	SE2	-0.3	-1.5	-1.1694215	0.3929	92	Mullewa
Merrit	S09	R1	20	12	2	SE3	-0.2	-1.5	-2.1694215	0.3976	92	Mullewa
Unicrop	S09	R1	30	13	2	SE4	-0.1	-1.5	-1.1694215	0.4235	92	Mullewa
Merrit	S09	R1	30	14	2	SE1	0	-1.5	-1.1694215	0.4189	92	Mullewa
Illyarrie	S09	R1	30	15	2	SE2	0.1	-1.5	-1.1694215	0.5661	92	Mullewa
Gungurru	S09	R1	30	16	2	SE3	0.2	-1.5	-1.1694215	0.5841	92	Mullewa
Illyarrie	S09	R1	70	17	2	SE4	0.3	-1.5	2.8305785	0.9465	92	Mullewa
Myallie	S09	R1	50	18	2	SE1	0.4	-1.5	0.8305785	0.9331	92	Mullewa
Warrah	S09	R1	70	19	2	SE2	0.5	-1.5	2.8305785	0.4925	92	Mullewa
Yorrel	S09	R1	60	20	2	SE3	0.6	-1.5	1.8305785	1.4259	92	Mullewa
Warrah	S09	R1	30	21	2	SE4	0.7	-1.5	-1.1694215	0.2378	92	Mullewa
Yorrel	S09	R1	50	22	2	SE1	0.8	-1.5	0.8305785	1.1563	92	Mullewa
Unicrop	S09	R1	40	23	2	SE2	0.9	-1.5	-0.1694215	0.521	92	Mullewa
Myallie	S09	R1	60	24	2	SE3	1	-1.5	1.8305785	0.6569	92	Mullewa
Unicrop	S09	R1	50	25	2	SE4	1.1	-1.5	0.8305785	0.4799	92	Mullewa
Yorrel	S09	R1	70	26	2	SE1	1.2	-1.5	2.8305785	1.524	92	Mullewa
Danja	S09	R1	40	27	2	SE2	1.3	-1.5	-0.1694215	0.8884	92	Mullewa
Warrah	S09	R2	40	1	3	SE4	-1.3	-0.5	-0.1694215	0.4136	92	Mullewa
Warrah	S09	R2	60	2	3	SE1	-1.2	-0.5	1.8305785	0.4376	92	Mullewa
Yandee	S09	R2	40	3	3	SE2	-1.1	-0.5	-0.1694215	0.5296	92	Mullewa
Yorrel	S09	R2	30	4	3	SE3	-1	-0.5	-1.1694215	0.4679	92	Mullewa
Danja	S09	R2	40	5	3	SE4	-0.9	-0.5	-0.1694215	0.789	92	Mullewa
Gungurru	S09	R2	60	6	3	SE1	-0.8	-0.5	1.8305785	0.6353	92	Mullewa
Yandee	S09	R2	70	7	3	SE2	-0.7	-0.5	2.8305785	0.6895	92	Mullewa
Danja	S09	R2	50	8	3	SE3	-0.6	-0.5	0.8305785	0.7551	92	Mullewa
Gungurru	S09	R2	30	9	3	SE4	-0.5	-0.5	-1.1694215	0.3479	92	Mullewa
Unicrop	S09	R2	60	10	3	SE1	-0.4	-0.5	1.8305785	0.6838	92	Mullewa
Warrah	S09	R2	30	11	3	SE2	-0.3	-0.5	-1.1694215	0.252	92	Mullewa
Unicrop	S09	R2	40	12	3	SE3	-0.2	-0.5	-0.1694215	0.5641	92	Mullewa
Illyarrie	S09	R2	70	13	3	SE4	-0.1	-0.5	2.8305785	1.2349	92	Mullewa
Merrit	S09	R2	20	14	3	SE1	0	-0.5	-2.1694215	0.35	92	Mullewa
Yorrel	S09	R2	20	15	3	SE2	0.1	-0.5	-2.1694215	0.6825	92	Mullewa
Myallie	S09	R2	40	16	3	SE3	0.2	-0.5	-0.1694215	1.1051	92	Mullewa
Myallie	S09	R2	30	17	3	SE4	0.3	-0.5	-1.1694215	0.8219	92	Mullewa
Gungurru	S09	R2	20	18	3	SE1	0.4	-0.5	-2.1694215	0.395	92	Mullewa
Unicrop	S09	R2	20	19	3	SE2	0.5	-0.5	-2.1694215	0.298	92	Mullewa
Myallie	S09	R2	50	20	3	SE3	0.6	-0.5	0.8305785	1.075	92	Mullewa
Warrah	S09	R2	20	21	3	SE4	0.7	-0.5	-2.1694215	0.2544	92	Mullewa
Gungurru	S09	R2	40	22	3	SE1	0.8	-0.5	-0.1694215	0.8098	92	Mullewa
Danja	S09	R2	60	23	3	SE2	0.9	-0.5	1.8305785	0.9299	92	Mullewa
Gungurru	S09	R2	70	24	3	SE3	1	-0.5	2.8305785	0.5583	92	Mullewa
Yorrel	S09	R2	60	25	3	SE4	1.1	-0.5	1.8305785	1.3103	92	Mullewa
Illyarrie	S09	R2	20	26	3	SE1	1.2	-0.5	-2.1694215	0.4784	92	Mullewa
Illyarrie	S09	R2	60	27	3	SE2	1.3	-0.5	1.8305785	0.8976	92	Mullewa
Merrit	S09	R2	50	1	4	SE4	-1.3	0.5	0.8305785	0.3778	92	Mullewa
Yorrel	S09	R2	50	2	4	SE1	-1.2	0.5	0.8305785	0.9681	92	Mullewa
Gungurru	S09	R2	50	3	4	SE2	-1.1	0.5	0.8305785	0.3336	92	Mullewa
Yandee	S09	R2	20	4	4	SE3	-1	0.5	-2.1694215	0.2241	92	Mullewa
Illyarrie	S09	R2	30	5	4	SE4	-0.9	0.5	-1.1694215	0.4053	92	Mullewa
Danja	S09	R2	70	6	4	SE1	-0.8	0.5	2.8305785	1.0934	92	Mullewa
Merrit	S09	R2	40	7	4	SE2	-0.7	0.5	-0.1694215	0.4471	92	Mullewa
Warrah	S09	R2	50	8	4	SE3	-0.6	0.5	0.8305785	0.349	92	Mullewa
Merrit	S09	R2	70	9	4	SE4	-0.5	0.5	2.8305785	0.8171	92	Mullewa
Merrit	S09	R2	60	10	4	SE1	-0.4	0.5	1.8305785	0.7039	92	Mullewa
Yorrel	S09	R2	40	11	4	SE2	-0.3	0.5	-0.1694215	0.6653	92	Mullewa
Yandee	S09	R2	60	12	4	SE3	-0.2	0.5	1.8305785	0.343	92	Mullewa
Yorrel	S09	R2	70	13	4	SE4	-0.1	0.5	2.8305785	0.9199	92	Mullewa
Unicrop	S09	R2	50	14	4	SE1	0	0.5	0.8305785	0.3236	92	Mullewa
Unicrop	S09	R2	70	15	4	SE2	0.1	0.5	2.8305785	0.4409	92	Mullewa
Unicrop	S09	R2	30	16	4	SE3	0.2	0.5	-1.1694215	0.3881	92	Mullewa
Danja	S09	R2	20	17	4	SE4	0.3	0.5	-2.1694215	0.4021	92	Mullewa
Yandee	S09	R2	50	18	4	SE1	0.4	0.5	0.8305785	0.3866	92	Mullewa
Myallie	S09	R2	20	19	4	SE2	0.5	0.5	-2.1694215	0.2546	92	Mullewa
Danja	S09	R2	30	20	4	SE3	0.6	0.5	-1.1694215	0.5666	92	Mullewa
Warrah	S09	R2	70	21	4	SE4	0.7	0.5	2.8305785	0.4061	92	Mullewa
Myallie	S09	R2	70	22	4	SE1	0.8	0.5	2.8305785	0.6329	92	Mullewa
Yandee	S09	R2	30	23	4	SE2	0.9	0.5	-1.1694215	0.3706	92	Mullewa
Illyarrie	S09	R2	50	24	4	SE3	1	0.5	0.8305785	0.2668	92	Mullewa
Illyarrie	S09	R2	40	25	4	SE4	1.1	0.5	-0.1694215	0.3301	92	Mullewa
Myallie	S09	R2	60	26	4	SE1	1.2	0.5	1.8305785	0.8401	92	Mullewa
Merrit	S09	R2	30	27	4	SE2	1.3	0.5	-1.1694215	0.3973	92	Mullewa
Merrit	S09	R3	40	1	5	SE4	-1.3	1.5	-0.1694215	0.5494	92	Mullewa
Yorrel	S09	R3	40	2	5	SE1	-1.2	1.5	-0.1694215	0.9963	92	Mullewa
Yandee	S09	R3	30	3	5	SE2	-1.1	1.5	-1.1694215	0.3289	92	Mullewa
Danja	S09	R3	60	4	5	SE3	-1	1.5	1.8305785	0.7835	92	Mullewa
Gungurru	S09	R3	20	5	5	SE4	-0.9	1.5	-2.1694215	0.2684	92	Mullewa
Danja	S09	R3	30	6	5	SE1	-0.8	1.5	-1.1694215	0.8246	92	Mullewa
Yandee	S09	R3	60	7	5	SE2	-0.7	1.5	1.8305785	0.513	92	Mullewa
Merrit	S09	R3	60	8	5	SE3	-0.6	1.5	1.8305785	0.3898	92	Mullewa
Yandee	S09	R3	50	9	5	SE4	-0.5	1.5	0.8305785	0.6658	92	Mullewa
Unicrop	S09	R3	70	10	5	SE1	-0.4	1.5	2.8305785	0.4948	92	Mullewa
Danja	S09	R3	70	11	5	SE2	-0.3	1.5	2.8305785	0.8928	92	Mullewa
Danja	S09	R3	20	12	5	SE3	-0.2	1.5	-2.1694215	0.3815	92	Mullewa
Gungurru	S09	R3	70	13	5	SE4	-0.1	1.5	2.8305785	0.7729	92	Mullewa
Yorrel	S09	R3	50	14	5	SE1	0	1.5	0.8305785	1.3361	92	Mullewa
Gungurru	S09	R3	40	15	5	SE2	0.1	1.5	-0.1694215	0.5965	92	Mullewa
Myallie	S09	R3	60	16	5	SE3	0.2	1.5	1.8305785	1.1061	92	Mullewa
Illyarrie	S09	R3	40	17	5	SE4	0.3	1.5	-0.1694215	0.5563	92	Mullewa
Unicrop	S09	R3	40	18	5	SE1	0.4	1.5	-0.1694215	0.4535	92	Mullewa
Yandee	S09	R3	20	19	5	SE2	0.5	1.5	-2.1694215	0.2719	92	Mullewa
Danja	S09	R3	40	20	5	SE3	0.6	1.5	-0.1694215	0.3025	92	Mullewa
Unicrop	S09	R3	60	21	5	SE4	0.7	1.5	1.8305785	0.3821	92	Mullewa
Myallie	S09	R3	30	22	5	SE1	0.8	1.5	-1.1694215	0.6141	92	Mullewa
Warrah	S09	R3	40	23	5	SE2	0.9	1.5	-0.1694215	0.2754	92	Mullewa
Yandee	S09	R3	40	24	5	SE3	1	1.5	-0.1694215	0.5656	92	Mullewa
Gungurru	S09	R3	50	25	5	SE4	1.1	1.5	0.8305785	0.5883	92	Mullewa
Myallie	S09	R3	40	26	5	SE1	1.2	1.5	-0.1694215	0.588	92	Mullewa
Danja	S09	R3	50	27	5	SE2	1.3	1.5	0.8305785	0.9741	92	Mullewa
Merrit	S09	R3	50	1	6	SE4	-1.3	2.5	0.8305785	0.4351	92	Mullewa
Yorrel	S09	R3	70	2	6	SE1	-1.2	2.5	2.8305785	1.2036	92	Mullewa
Warrah	S09	R3	60	3	6	SE2	-1.1	2.5	1.8305785	0.3864	92	Mullewa
Gungurru	S09	R3	50	4	6	SE3	-1	2.5	0.8305785	0.236	92	Mullewa
Unicrop	S09	R3	20	5	6	SE4	-0.9	2.5	-2.1694215	0.2573	92	Mullewa
Illyarrie	S09	R3	20	6	6	SE1	-0.8	2.5	-2.1694215	0.303	92	Mullewa
Warrah	S09	R3	70	7	6	SE2	-0.7	2.5	2.8305785	0.3403	92	Mullewa
Yorrel	S09	R3	20	8	6	SE3	-0.6	2.5	-2.1694215	0.4253	92	Mullewa
Yandee	S09	R3	30	9	6	SE4	-0.5	2.5	-1.1694215	0.4671	92	Mullewa
Warrah	S09	R3	20	10	6	SE1	-0.4	2.5	-2.1694215	NA	92	Mullewa
Unicrop	S09	R3	30	11	6	SE2	-0.3	2.5	-1.1694215	0.3079	92	Mullewa
Myallie	S09	R3	20	12	6	SE3	-0.2	2.5	-2.1694215	0.2578	92	Mullewa
Unicrop	S09	R3	50	13	6	SE4	-0.1	2.5	0.8305785	0.4133	92	Mullewa
Yorrel	S09	R3	60	14	6	SE1	0	2.5	1.8305785	0.9121	92	Mullewa
Yorrel	S09	R3	30	15	6	SE2	0.1	2.5	-1.1694215	0.4549	92	Mullewa
Illyarrie	S09	R3	60	16	6	SE3	0.2	2.5	1.8305785	0.818	92	Mullewa
Merrit	S09	R3	30	17	6	SE4	0.3	2.5	-1.1694215	0.3225	92	Mullewa
Gungurru	S09	R3	30	18	6	SE1	0.4	2.5	-1.1694215	0.5915	92	Mullewa
Warrah	S09	R3	60	19	6	SE2	0.5	2.5	1.8305785	0.2995	92	Mullewa
Warrah	S09	R3	30	20	6	SE3	0.6	2.5	-1.1694215	0.2659	92	Mullewa
Illyarrie	S09	R3	50	21	6	SE4	0.7	2.5	0.8305785	0.5818	92	Mullewa
Danja	S09	R3	60	22	6	SE1	0.8	2.5	1.8305785	0.9105	92	Mullewa
Yandee	S09	R3	70	23	6	SE2	0.9	2.5	2.8305785	0.6439	92	Mullewa
Gungurru	S09	R3	60	24	6	SE3	1	2.5	1.8305785	0.4733	92	Mullewa
Illyarrie	S09	R3	30	25	6	SE4	1.1	2.5	-1.1694215	0.4558	92	Mullewa
Merrit	S09	R3	20	26	6	SE1	1.2	2.5	-2.1694215	0.3138	92	Mullewa
Myallie	S09	R3	70	27	6	SE2	1.3	2.5	2.8305785	1.2528	92	Mullewa
Danja	S10	R1	70	1	1	SE4	-1.3	-2.5	2.8305785	0.6599	92	SouthCarrabin
Danja	S10	R1	30	2	1	SE1	-1.2	-2.5	-1.1694215	0.4705	92	SouthCarrabin
Gungurru	S10	R1	50	3	1	SE2	-1.1	-2.5	0.8305785	0.9448	92	SouthCarrabin
Warrah	S10	R1	60	4	1	SE3	-1	-2.5	1.8305785	0.7531	92	SouthCarrabin
Illyarrie	S10	R1	60	5	1	SE4	-0.9	-2.5	1.8305785	0.5748	92	SouthCarrabin
Illyarrie	S10	R1	20	6	1	SE1	-0.8	-2.5	-2.1694215	0.385	92	SouthCarrabin
Yandee	S10	R1	50	7	1	SE2	-0.7	-2.5	0.8305785	0.4851	92	SouthCarrabin
Merrit	S10	R1	40	8	1	SE3	-0.6	-2.5	-0.1694215	0.7436	92	SouthCarrabin
Illyarrie	S10	R1	40	9	1	SE4	-0.5	-2.5	-0.1694215	0.3829	92	SouthCarrabin
Myallie	S10	R1	20	10	1	SE1	-0.4	-2.5	-2.1694215	0.2815	92	SouthCarrabin
Myallie	S10	R1	40	11	1	SE2	-0.3	-2.5	-0.1694215	0.4629	92	SouthCarrabin
Gungurru	S10	R1	70	12	1	SE3	-0.2	-2.5	2.8305785	0.8473	92	SouthCarrabin
Merrit	S10	R1	60	13	1	SE4	-0.1	-2.5	1.8305785	1.0545	92	SouthCarrabin
Myallie	S10	R1	70	14	1	SE1	0	-2.5	2.8305785	0.6439	92	SouthCarrabin
Warrah	S10	R1	40	15	1	SE2	0.1	-2.5	-0.1694215	0.6774	92	SouthCarrabin
Gungurru	S10	R1	20	16	1	SE3	0.2	-2.5	-2.1694215	0.7363	92	SouthCarrabin
Danja	S10	R1	20	17	1	SE4	0.3	-2.5	-2.1694215	0.4445	92	SouthCarrabin
Unicrop	S10	R1	60	18	1	SE1	0.4	-2.5	1.8305785	0.5128	92	SouthCarrabin
Yorrel	S10	R1	40	19	1	SE2	0.5	-2.5	-0.1694215	0.622	92	SouthCarrabin
