env,year,loc,block,plot,ent,gen,yield,testwt
lew1999,1999,Lew,2,8,9,Don,95.183,33.63
lew1999,1999,Lew,2,9,39,Loyal,108.086,33.2025
lew1999,1999,Lew,2,10,1,Belle,98.2685,33.915
lew1999,1999,Lew,2,11,2,Blaze,106.216,33.7725
lew1999,1999,Lew,2,12,37,Ebeltoft,126.5055,33.345
lew1999,1999,Lew,2,13,23,Rodeo,113.696,30.6375
lew1999,1999,Lew,2,14,22,Riser,114.7245,20.235
lew1999,1999,Lew,2,15,7,Classic,121.924,31.92
lew1999,1999,Lew,2,16,5,Chaps,116.501,32.0625
lew1999,1999,Lew,2,17,17,Milton,105.1875,30.6375
lew1999,1999,Lew,2,18,3,Brawn,122.9525,31.4925
lew1999,1999,Lew,2,19,40,Moraine,98.0815,32.6325
lew1999,1999,Lew,2,20,27,Valley,88.1705,29.7825
lew1999,1999,Lew,2,21,34,IAH61-3-3-4,98.0815,30.0675
lew1999,1999,Lew,2,22,35,Richard,91.7235,30.21
lew1999,1999,Lew,2,23,38,Killdeer,122.7655,32.775
lew1999,1999,Lew,2,24,13,Jay,116.314,33.06
lew1999,1999,Lew,2,25,12,IN09201,112.574,32.9175
lew1999,1999,Lew,2,26,28,Vista,114.1635,33.06
lew1999,1999,Lew,2,29,10,Gem,125.9445,32.6325
lew1999,1999,Lew,2,31,30,IAR56-5,97.24,34.3425
lew1999,1999,Lew,2,32,26,Troy,104.6265,32.775
lew1999,1999,Lew,2,33,15,Jim,112.948,33.345
lew1999,1999,Lew,2,34,8,Dane,101.915,30.6375
lew1999,1999,Lew,2,35,25,Starter,94.248,34.3425
lew1999,1999,Lew,2,36,19,Ogle,102.102,29.4975
lew1999,1999,Lew,2,38,36,Youngs,115.753,30.78
lew1999,1999,Lew,2,39,29,IAN979-5-1-22,114.818,29.7825
lew1999,1999,Lew,3,1,5,Chaps,115.8465,31.4925
lew1999,1999,Lew,3,2,38,Killdeer,102.0085,30.78
lew1999,1999,Lew,3,4,34,IAH61-3-3-4,94.9025,30.3525
lew1999,1999,Lew,3,5,24,Sheldon,88.264,30.0675
lew1999,1999,Lew,3,6,15,Jim,122.2045,33.7725
lew1999,1999,Lew,3,8,30,IAR56-5,97.5205,33.63
lew1999,1999,Lew,3,9,8,Dane,110.0495,29.2125
lew1999,1999,Lew,3,10,25,Starter,82.841,33.06
lew1999,1999,Lew,3,11,14,Jerry,103.1305,34.6275
lew1999,1999,Lew,3,12,37,Ebeltoft,124.168,31.7775
lew1999,1999,Lew,3,13,13,Jay,126.3185,33.345
lew1999,1999,Lew,3,14,7,Classic,135.762,34.2
lew1999,1999,Lew,3,15,32,IA91462-4-1-6,113.4155,33.06
lew1999,1999,Lew,3,16,27,Valley,88.638,29.355
lew1999,1999,Lew,3,17,36,Youngs,100.98,29.07
lew1999,1999,Lew,3,18,4,Burton,92.939,31.92
lew1999,1999,Lew,3,19,40,Moraine,83.6825,31.7775
lew1999,1999,Lew,3,20,2,Blaze,104.346,32.9175
lew1999,1999,Lew,3,21,12,IN09201,77.8855,28.785
lew1999,1999,Lew,3,22,35,Richard,89.8535,29.4975
lew1999,1999,Lew,3,23,3,Brawn,121.2695,32.775
lew1999,1999,Lew,3,24,19,Ogle,103.037,30.6375
lew1999,1999,Lew,3,25,1,Belle,86.02,32.6325
lew1999,1999,Lew,3,27,9,Don,105.0005,33.2025
lew1999,1999,Lew,3,28,17,Milton,96.492,29.2125
lew1999,1999,Lew,3,29,39,Loyal,84.15,31.635
lew1999,1999,Lew,3,31,22,Riser,80.784,30.0675
lew1999,1999,Lew,3,32,33,IA91483-7-18-2,69.6575,30.78
lew1999,1999,Lew,3,33,11,Ida,68.3485,29.7825
lew1999,1999,Lew,3,34,26,Troy,69.0965,31.635
lew1999,1999,Lew,3,35,16,Jud,95.8375,31.7775
lew1999,1999,Lew,3,36,23,Rodeo,95.0895,30.0675
lew1999,1999,Lew,3,37,31,IAR66-6,115.94,31.2075
lew1999,1999,Lew,3,38,29,IAN979-5-1-22,86.394,30.78
lew1999,1999,Lew,3,39,28,Vista,64.328,31.2075
lew1999,1999,Lew,3,40,10,Gem,63.206,31.92
nas1999,1999,Nas,1,2,14,Jerry,107.6185,39.7575
nas1999,1999,Nas,1,3,13,Jay,108.273,39.615
nas1999,1999,Nas,1,4,9,Don,89.2925,37.62
nas1999,1999,Nas,1,5,37,Ebeltoft,117.997,36.3375
nas1999,1999,Nas,1,6,4,Burton,109.6755,39.1875
nas1999,1999,Nas,1,7,38,Killdeer,106.777,36.6225
nas1999,1999,Nas,1,8,30,IAR56-5,109.8625,41.04
nas1999,1999,Nas,1,9,27,Valley,67.694,34.9125
nas1999,1999,Nas,1,10,35,Richard,127.534,35.625
nas1999,1999,Nas,1,12,25,Starter,96.7725,37.905
nas1999,1999,Nas,1,13,24,Sheldon,108.647,35.91
nas1999,1999,Nas,1,14,3,Brawn,107.2445,36.195
nas1999,1999,Nas,1,15,23,Rodeo,120.8955,36.0525
nas1999,1999,Nas,1,16,2,Blaze,126.6925,37.62
nas1999,1999,Nas,1,17,36,Youngs,116.501,35.4825
nas1999,1999,Nas,1,18,17,Milton,116.688,35.91
nas1999,1999,Nas,1,19,10,Gem,121.55,38.6175
nas1999,1999,Nas,1,20,22,Riser,114.1635,38.9025
nas1999,1999,Nas,1,21,31,IAR66-6,99.5775,36.6225
nas1999,1999,Nas,1,22,34,IAH61-3-3-4,109.582,36.195
nas1999,1999,Nas,1,23,15,Jim,114.631,37.1925
nas1999,1999,Nas,1,24,16,Jud,93.687,38.3325
nas1999,1999,Nas,1,25,40,Moraine,96.3985,36.9075
nas1999,1999,Nas,1,26,39,Loyal,113.4155,38.475
nas1999,1999,Nas,1,27,33,IA91483-7-18-2,107.525,37.7625
nas1999,1999,Nas,1,28,26,Troy,117.9035,37.7625
nas1999,1999,Nas,1,29,29,IAN979-5-1-22,101.915,35.1975
nas1999,1999,Nas,1,30,11,Ida,96.118,35.7675
nas1999,1999,Nas,1,31,8,Dane,107.8055,35.34
nas1999,1999,Nas,1,33,28,Vista,119.493,37.62
nas1999,1999,Nas,1,34,5,Chaps,104.8135,36.9075
nas1999,1999,Nas,1,35,7,Classic,98.362,36.195
nas1999,1999,Nas,1,36,19,Ogle,109.1145,35.055
nas1999,1999,Nas,1,37,12,IN09201,111.826,38.0475
nas1999,1999,Nas,1,38,1,Belle,118.4645,37.7625
nas1999,1999,Nas,1,40,32,IA91462-4-1-6,101.6345,38.0475
nas1999,1999,Nas,2,1,12,IN09201,116.314,38.475
nas1999,1999,Nas,2,2,15,Jim,120.241,38.3325
nas1999,1999,Nas,2,3,39,Loyal,114.631,39.045
nas1999,1999,Nas,2,4,2,Blaze,110.891,37.1925
nas1999,1999,Nas,2,5,29,IAN979-5-1-22,102.476,36.9075
nas1999,1999,Nas,2,6,3,Brawn,115.6595,35.055
nas1999,1999,Nas,2,7,16,Jud,103.037,39.045
nas1999,1999,Nas,2,8,5,Chaps,117.062,36.195
nas1999,1999,Nas,2,9,1,Belle,108.1795,37.335
nas1999,1999,Nas,2,10,40,Moraine,85.5525,35.625
nas1999,1999,Nas,2,12,22,Riser,102.663,37.62
nas1999,1999,Nas,2,13,28,Vista,117.7165,36.3375
nas1999,1999,Nas,2,14,8,Dane,115.6595,35.055
nas1999,1999,Nas,2,15,23,Rodeo,126.599,35.055
nas1999,1999,Nas,2,16,9,Don,99.9515,36.3375
nas1999,1999,Nas,2,17,24,Sheldon,98.736,35.1975
nas1999,1999,Nas,2,18,11,Ida,100.8865,36.0525
nas1999,1999,Nas,2,19,38,Killdeer,102.85,36.3375
nas1999,1999,Nas,2,21,17,Milton,104.533,35.055
nas1999,1999,Nas,2,22,31,IAR66-6,136.9775,36.195
nas1999,1999,Nas,2,23,34,IAH61-3-3-4,92.8455,37.05
nas1999,1999,Nas,2,24,10,Gem,122.672,38.19
nas1999,1999,Nas,2,25,30,IAR56-5,120.989,38.9025
nas1999,1999,Nas,2,26,19,Ogle,114.07,34.3425
nas1999,1999,Nas,2,27,33,IA91483-7-18-2,119.867,38.3325
nas1999,1999,Nas,2,28,13,Jay,107.8055,36.9075
nas1999,1999,Nas,2,29,32,IA91462-4-1-6,99.297,36.765
nas1999,1999,Nas,2,32,7,Classic,114.07,35.91
nas1999,1999,Nas,2,33,36,Youngs,123.607,35.055
nas1999,1999,Nas,2,34,14,Jerry,102.5695,38.76
nas1999,1999,Nas,2,35,35,Richard,111.9195,35.7675
nas1999,1999,Nas,2,36,26,Troy,111.3585,38.6175
nas1999,1999,Nas,2,37,27,Valley,78.166,34.9125
nas1999,1999,Nas,2,38,4,Burton,114.5375,33.06
nas1999,1999,Nas,2,39,37,Ebeltoft,132.1155,35.4825
nas1999,1999,Nas,2,40,25,Starter,98.6425,36.765
nas1999,1999,Nas,3,1,38,Killdeer,110.517,35.625
nas1999,1999,Nas,3,2,11,Ida,107.4315,34.77
nas1999,1999,Nas,3,3,14,Jerry,114.631,38.6175
nas1999,1999,Nas,3,4,10,Gem,116.2205,36.9075
nas1999,1999,Nas,3,5,9,Don,110.9845,36.6225
nas1999,1999,Nas,3,6,25,Starter,108.46,36.6225
nas1999,1999,Nas,3,7,7,Classic,128.1885,36.9075
nas1999,1999,Nas,3,8,27,Valley,93.7805,35.055
nas1999,1999,Nas,3,9,34,IAH61-3-3-4,126.599,34.485
nas1999,1999,Nas,3,10,16,Jud,104.6265,38.475
nas1999,1999,Nas,3,11,8,Dane,97.5205,35.34
nas1999,1999,Nas,3,12,29,IAN979-5-1-22,106.3095,35.7675
nas1999,1999,Nas,3,13,17,Milton,116.7815,35.7675
nas1999,1999,Nas,3,14,37,Ebeltoft,109.6755,35.34
nas1999,1999,Nas,3,15,3,Brawn,110.7975,35.91
nas1999,1999,Nas,3,16,22,Riser,106.777,37.7625
nas1999,1999,Nas,3,17,19,Ogle,101.0735,34.9125
nas1999,1999,Nas,3,18,23,Rodeo,108.1795,35.7675
nas1999,1999,Nas,3,19,31,IAR66-6,116.9685,36.3375
nas1999,1999,Nas,3,20,40,Moraine,105.655,35.91
nas1999,1999,Nas,3,21,12,IN09201,107.8055,37.62
nas1999,1999,Nas,3,22,5,Chaps,97.5205,36.3375
nas1999,1999,Nas,3,24,36,Youngs,105.0005,35.055
nas1999,1999,Nas,3,25,2,Blaze,106.3095,35.7675
nas1999,1999,Nas,3,27,33,IA91483-7-18-2,93.126,37.335
nas1999,1999,Nas,3,28,26,Troy,97.1465,37.335
nas1999,1999,Nas,3,30,39,Loyal,103.1305,39.33
nas1999,1999,Nas,3,31,13,Jay,124.355,38.475
nas1999,1999,Nas,3,32,4,Burton,114.3505,36.9075
nas1999,1999,Nas,3,33,35,Richard,90.2275,35.34
nas1999,1999,Nas,3,34,28,Vista,124.168,37.05
nas1999,1999,Nas,3,35,1,Belle,118.0905,37.4775
nas1999,1999,Nas,3,37,15,Jim,115.192,37.1925
nas1999,1999,Nas,3,38,30,IAR56-5,124.4485,39.33
nas1999,1999,Nas,3,39,32,IA91462-4-1-6,111.3585,37.1925
nas1999,1999,Nas,3,40,24,Sheldon,105.281,33.63
ame2000,2000,Ame,1,1,37,Wabasha,127.9,29.9
ame2000,2000,Ame,1,2,15,Jay,118.8,33.1
ame2000,2000,Ame,1,3,24,Richard,119.1,32.2
ame2000,2000,Ame,1,4,33,Youngs,133,32.3
ame2000,2000,Ame,1,6,18,Jud,121,33.8
ame2000,2000,Ame,1,7,36,Sesqui,138.1,33.9
ame2000,2000,Ame,1,8,39,P9213A2-2-4-4-3,113.3,32.5
ame2000,2000,Ame,1,9,14,Jay,122,34.7
ame2000,2000,Ame,1,10,13,IN09201,126.6,32.4
ame2000,2000,Ame,1,11,11,Gem,153.1,34.5
ame2000,2000,Ame,1,12,20,Milton,155.6,32.6
ame2000,2000,Ame,1,13,16,Jerry,149.8,35.8
ame2000,2000,Ame,1,14,1,Belle,126.4,32.9
ame2000,2000,Ame,1,15,19,Loyal,134.5,33.1
ame2000,2000,Ame,1,16,7,Classic,135.2,34.7
ame2000,2000,Ame,1,17,5,Chaps,149.1,32.2
ame2000,2000,Ame,1,18,12,Ida,137.5,34.1
ame2000,2000,Ame,1,19,35,IAR56-5,139.7,36.4
ame2000,2000,Ame,1,20,30,Troy,143.8,30.8
ame2000,2000,Ame,1,21,8,Dane,136.1,29
ame2000,2000,Ame,1,22,3,Brawn,168.8,32.7
ame2000,2000,Ame,1,23,32,Vista,116.6,33.8
ame2000,2000,Ame,1,24,9,Don,132.4,34
ame2000,2000,Ame,1,25,26,Riser,84.3,32.2
ame2000,2000,Ame,1,26,34,IA91462-4-1-6,142.4,34.2
ame2000,2000,Ame,1,27,17,Jim,152.9,34.1
ame2000,2000,Ame,1,28,28,Sheldon,130.6,33.7
ame2000,2000,Ame,1,30,2,Blaze,166.5,33.9
ame2000,2000,Ame,1,32,29,Starter,111.7,34.8
ame2000,2000,Ame,1,33,10,Ebeltoft,177.6,31.6
ame2000,2000,Ame,1,34,31,Valley,152.1,33.9
ame2000,2000,Ame,1,35,22,Ogle,143.8,31.3
ame2000,2000,Ame,1,36,40,Moraine,95.3,33.8
ame2000,2000,Ame,1,38,38,Killdeer,142.9,32.9
ame2000,2000,Ame,1,39,27,Rodeo,159,32.7
ame2000,2000,Ame,1,40,4,Burton,145.9,32.3
ame2000,2000,Ame,2,1,8,Dane,137.3,28.8
ame2000,2000,Ame,2,2,9,Don,130.9,33.2
ame2000,2000,Ame,2,3,18,Jud,136,33.6
ame2000,2000,Ame,2,4,35,IAR56-5,144.2,34.6
ame2000,2000,Ame,2,5,10,Ebeltoft,165.3,33.4
ame2000,2000,Ame,2,6,34,IA91462-4-1-6,130.5,32.8
ame2000,2000,Ame,2,8,4,Burton,145.6,32.5
ame2000,2000,Ame,2,9,38,Killdeer,164.1,33
ame2000,2000,Ame,2,10,26,Riser,98.3,32.6
ame2000,2000,Ame,2,11,30,Troy,132,33.4
ame2000,2000,Ame,2,12,1,Belle,117.5,33.6
ame2000,2000,Ame,2,13,36,Sesqui,137.2,32.9
ame2000,2000,Ame,2,14,17,Jim,114.9,33.1
ame2000,2000,Ame,2,15,32,Vista,93.7,32.5
ame2000,2000,Ame,2,16,31,Valley,138.2,35.5
ame2000,2000,Ame,2,17,20,Milton,136.1,33.2
ame2000,2000,Ame,2,18,13,IN09201,125,33
ame2000,2000,Ame,2,19,39,P9213A2-2-4-4-3,127.7,32.5
ame2000,2000,Ame,2,20,12,Ida,158.3,30.6
ame2000,2000,Ame,2,21,33,Youngs,153,31.6
ame2000,2000,Ame,2,22,3,Brawn,162,32.1
ame2000,2000,Ame,2,23,22,Ogle,128.7,30.1
ame2000,2000,Ame,2,24,29,Starter,90.3,33.4
ame2000,2000,Ame,2,27,40,Moraine,92.4,32.3
ame2000,2000,Ame,2,28,2,Blaze,137.2,33.5
ame2000,2000,Ame,2,29,11,Gem,138,33.2
ame2000,2000,Ame,2,31,28,Sheldon,80.5,32.8
ame2000,2000,Ame,2,32,16,Jerry,98.5,35.6
ame2000,2000,Ame,2,33,15,Jay,119.2,33.3
ame2000,2000,Ame,2,34,37,Wabasha,107.2,32.1
ame2000,2000,Ame,2,35,24,Richard,111.9,31.6
ame2000,2000,Ame,2,36,27,Rodeo,130.2,32.7
ame2000,2000,Ame,2,37,7,Classic,109,33.1
ame2000,2000,Ame,2,38,5,Chaps,113.1,31.4
ame2000,2000,Ame,2,39,19,Loyal,103,33.3
ame2000,2000,Ame,2,40,14,Jay,124.4,31.6
ame2000,2000,Ame,3,1,30,Troy,123.7,33
ame2000,2000,Ame,3,2,4,Burton,133.4,32.4
ame2000,2000,Ame,3,3,1,Belle,103.3,31.5
ame2000,2000,Ame,3,4,39,P9213A2-2-4-4-3,109.1,30.7
ame2000,2000,Ame,3,5,33,Youngs,135.8,31.6
ame2000,2000,Ame,3,6,12,Ida,117.9,31.4
ame2000,2000,Ame,3,7,24,Richard,114.9,31.4
ame2000,2000,Ame,3,9,7,Classic,121.3,32.8
ame2000,2000,Ame,3,10,26,Riser,68.6,31.4
ame2000,2000,Ame,3,11,18,Jud,111.7,31.6
ame2000,2000,Ame,3,13,34,IA91462-4-1-6,119.5,33.5
ame2000,2000,Ame,3,14,3,Brawn,161.1,32.6
ame2000,2000,Ame,3,16,14,Jay,121.6,33.1
ame2000,2000,Ame,3,17,36,Sesqui,109.4,31.4
ame2000,2000,Ame,3,18,32,Vista,84,29.4
ame2000,2000,Ame,3,19,13,IN09201,111.6,32.5
ame2000,2000,Ame,3,20,16,Jerry,110.4,34.5
ame2000,2000,Ame,3,21,9,Don,94.5,33.4
ame2000,2000,Ame,3,23,20,Milton,115.1,32.5
ame2000,2000,Ame,3,24,17,Jim,95,31.7
ame2000,2000,Ame,3,25,40,Moraine,73.9,31.4
ame2000,2000,Ame,3,26,15,Jay,119.2,32.8
ame2000,2000,Ame,3,27,27,Rodeo,136.2,31.2
ame2000,2000,Ame,3,28,31,Valley,129.1,33
ame2000,2000,Ame,3,29,28,Sheldon,94.8,31.1
ame2000,2000,Ame,3,30,5,Chaps,127.8,30.8
ame2000,2000,Ame,3,31,10,Ebeltoft,128.3,32.5
ame2000,2000,Ame,3,32,29,Starter,55.6,30.3
ame2000,2000,Ame,3,33,22,Ogle,99.5,30.3
ame2000,2000,Ame,3,34,11,Gem,93.5,29.3
ame2000,2000,Ame,3,35,35,IAR56-5,77.6,33.1
ame2000,2000,Ame,3,36,8,Dane,71.3,29.3
ame2000,2000,Ame,3,37,2,Blaze,84.4,32.5
ame2000,2000,Ame,3,38,38,Killdeer,115.6,32.6
ame2000,2000,Ame,3,39,19,Loyal,77.6,31.4
ame2000,2000,Ame,3,40,37,Wabasha,111.3,30.9
cal2000,2000,Sut,1,1,12,Ida,91.7,37.9
cal2000,2000,Sut,1,2,15,Jay,86.3,38.4
cal2000,2000,Sut,1,4,31,Valley,87.8,38.3
cal2000,2000,Sut,1,6,35,IAR56-5,85.3,40.3
cal2000,2000,Sut,1,7,27,Rodeo,106.2,36.1
cal2000,2000,Sut,1,8,32,Vista,86.8,37.9
cal2000,2000,Sut,1,9,33,Youngs,90.1,35.2
cal2000,2000,Sut,1,10,28,Sheldon,87.1,38.4
cal2000,2000,Sut,1,11,14,Jay,88,37.9
cal2000,2000,Sut,1,12,38,Killdeer,87.4,37.2
cal2000,2000,Sut,1,13,9,Don,82.1,37.8
cal2000,2000,Sut,1,14,2,Blaze,94.3,37.6
cal2000,2000,Sut,1,16,1,Belle,69,38.7
cal2000,2000,Sut,1,17,17,Jim,85.4,37.8
cal2000,2000,Sut,1,18,37,Wabasha,76.9,38.1
cal2000,2000,Sut,1,19,18,Jud,91.2,38.4
cal2000,2000,Sut,1,20,26,Riser,62,39
cal2000,2000,Sut,1,21,5,Chaps,74.5,36.2
cal2000,2000,Sut,1,22,11,Gem,81.6,36.6
cal2000,2000,Sut,1,23,7,Classic,75.5,37.7
cal2000,2000,Sut,1,24,3,Brawn,84.3,35.8
cal2000,2000,Sut,1,25,29,Starter,56.3,39.3
cal2000,2000,Sut,1,26,16,Jerry,75.1,39.1
cal2000,2000,Sut,1,27,34,IA91462-4-1-6,79.6,39.3
cal2000,2000,Sut,1,28,8,Dane,77.5,35.4
cal2000,2000,Sut,1,29,13,IN09201,80.2,37.1
cal2000,2000,Sut,1,30,30,Troy,90.8,38.3
cal2000,2000,Sut,1,31,40,Moraine,77,37
cal2000,2000,Sut,1,32,20,Milton,70,38.6
cal2000,2000,Sut,1,33,39,P9213A2-2-4-4-3,86.5,36.3
cal2000,2000,Sut,1,34,24,Richard,73.6,36.7
cal2000,2000,Sut,1,35,22,Ogle,89.2,35.3
cal2000,2000,Sut,1,36,19,Loyal,71.7,37.8
cal2000,2000,Sut,1,37,10,Ebeltoft,89.3,35.9
cal2000,2000,Sut,1,38,4,Burton,77.4,36.8
cal2000,2000,Sut,1,39,36,Sesqui,84.7,37.8
cal2000,2000,Sut,2,1,11,Gem,81.7,37.3
cal2000,2000,Sut,2,2,17,Jim,88.6,37.7
cal2000,2000,Sut,2,3,13,IN09201,83.7,37.8
cal2000,2000,Sut,2,4,9,Don,85,37.7
cal2000,2000,Sut,2,5,40,Moraine,80,36.9
cal2000,2000,Sut,2,6,8,Dane,72.2,33.7
cal2000,2000,Sut,2,8,1,Belle,69.6,37.9
cal2000,2000,Sut,2,9,7,Classic,75.7,36.7
cal2000,2000,Sut,2,10,12,Ida,82.9,37.1
cal2000,2000,Sut,2,11,37,Wabasha,76.2,37.1
cal2000,2000,Sut,2,12,26,Riser,59.3,37.7
cal2000,2000,Sut,2,13,4,Burton,77.9,37.2
cal2000,2000,Sut,2,14,19,Loyal,80.9,38.6
cal2000,2000,Sut,2,15,38,Killdeer,78.8,37.2
cal2000,2000,Sut,2,16,33,Youngs,77.4,36.2
cal2000,2000,Sut,2,17,29,Starter,58.7,39
cal2000,2000,Sut,2,18,24,Richard,77.5,35.9
cal2000,2000,Sut,2,19,14,Jay,78.2,37.9
cal2000,2000,Sut,2,20,31,Valley,80.9,39
cal2000,2000,Sut,2,21,28,Sheldon,69.3,38.1
cal2000,2000,Sut,2,22,34,IA91462-4-1-6,78.2,38.6
cal2000,2000,Sut,2,23,3,Brawn,80.6,35.9
cal2000,2000,Sut,2,24,39,P9213A2-2-4-4-3,86.4,36.2
cal2000,2000,Sut,2,25,36,Sesqui,81.5,38.1
cal2000,2000,Sut,2,26,18,Jud,77.8,37.9
cal2000,2000,Sut,2,29,5,Chaps,82.1,35.3
cal2000,2000,Sut,2,30,15,Jay,76.4,38.3
cal2000,2000,Sut,2,31,16,Jerry,70.3,38.3
cal2000,2000,Sut,2,33,22,Ogle,77.7,34.6
cal2000,2000,Sut,2,34,20,Milton,65.4,37.7
cal2000,2000,Sut,2,35,10,Ebeltoft,72.5,37.1
cal2000,2000,Sut,2,36,27,Rodeo,73.4,35.4
cal2000,2000,Sut,2,37,35,IAR56-5,82.3,39.9
cal2000,2000,Sut,2,38,32,Vista,70.8,36.9
cal2000,2000,Sut,2,39,30,Troy,68.8,37.3
cal2000,2000,Sut,2,40,2,Blaze,78.6,37.4
cal2000,2000,Sut,3,1,37,Wabasha,59,36.4
cal2000,2000,Sut,3,3,15,Jay,64,37.4
cal2000,2000,Sut,3,4,19,Loyal,66.7,38.4
cal2000,2000,Sut,3,5,5,Chaps,75.4,35.4
cal2000,2000,Sut,3,6,33,Youngs,66.3,36.9
cal2000,2000,Sut,3,7,32,Vista,66.2,37.2
cal2000,2000,Sut,3,8,27,Rodeo,78.7,35.7
cal2000,2000,Sut,3,10,12,Ida,71.3,36.7
cal2000,2000,Sut,3,11,9,Don,65.3,37.2
cal2000,2000,Sut,3,12,13,IN09201,65.1,36.3
cal2000,2000,Sut,3,14,31,Valley,70.6,38.2
cal2000,2000,Sut,3,15,10,Ebeltoft,68.4,36.4
cal2000,2000,Sut,3,16,34,IA91462-4-1-6,62.2,38.5
cal2000,2000,Sut,3,17,24,Richard,59.9,35.6
cal2000,2000,Sut,3,18,38,Killdeer,66.3,36.9
cal2000,2000,Sut,3,19,30,Troy,61.4,37.2
cal2000,2000,Sut,3,20,28,Sheldon,53.1,37.5
cal2000,2000,Sut,3,21,22,Ogle,81.7,34.1
cal2000,2000,Sut,3,22,14,Jay,78.3,38.5
cal2000,2000,Sut,3,23,29,Starter,44,37.8
cal2000,2000,Sut,3,24,35,IAR56-5,74.9,39.9
cal2000,2000,Sut,3,25,40,Moraine,63.3,36.3
cal2000,2000,Sut,3,26,7,Classic,61.5,37.3
cal2000,2000,Sut,3,27,18,Jud,64.5,37.9
cal2000,2000,Sut,3,28,4,Burton,70.4,37.6
cal2000,2000,Sut,3,29,16,Jerry,70.1,38.7
cal2000,2000,Sut,3,30,17,Jim,75.1,36.8
cal2000,2000,Sut,3,31,20,Milton,67.1,37.7
cal2000,2000,Sut,3,32,8,Dane,61.1,35.1
cal2000,2000,Sut,3,33,11,Gem,68.6,37.5
cal2000,2000,Sut,3,34,2,Blaze,72.8,36.5
cal2000,2000,Sut,3,35,26,Riser,47.1,36.9
cal2000,2000,Sut,3,36,39,P9213A2-2-4-4-3,70.4,36
cal2000,2000,Sut,3,38,1,Belle,53.8,37.1
cal2000,2000,Sut,3,39,36,Sesqui,68.6,38.3
cal2000,2000,Sut,3,40,3,Brawn,74.2,34.8
cra2000,2000,Cra,1,1,37,Wabasha,95.5,32.8
cra2000,2000,Cra,1,2,38,Killdeer,101.6,32.3
cra2000,2000,Cra,1,4,8,Dane,87.8,27.7
cra2000,2000,Cra,1,5,18,Jud,108.5,32.6
cra2000,2000,Cra,1,6,28,Sheldon,83.8,32.1
cra2000,2000,Cra,1,7,3,Brawn,112.4,31.7
cra2000,2000,Cra,1,8,5,Chaps,100.1,33.1
cra2000,2000,Cra,1,9,13,IN09201,102.9,32.6
cra2000,2000,Cra,1,10,26,Riser,95.6,34
cra2000,2000,Cra,1,11,10,Ebeltoft,120.9,32.8
cra2000,2000,Cra,1,12,20,Milton,100,33
cra2000,2000,Cra,1,13,11,Gem,107.6,32.1
cra2000,2000,Cra,1,14,9,Don,87,46.1
cra2000,2000,Cra,1,15,30,Troy,99.8,33.8
cra2000,2000,Cra,1,16,1,Belle,82.6,31.9
cra2000,2000,Cra,1,18,19,Loyal,99.3,31.8
cra2000,2000,Cra,1,19,12,Ida,104.4,30.2
cra2000,2000,Cra,1,20,15,Jay,91.2,35.8
cra2000,2000,Cra,1,21,33,Youngs,88.1,33.3
cra2000,2000,Cra,1,22,22,Ogle,106.3,31.2
cra2000,2000,Cra,1,23,36,Sesqui,103.3,34.7
cra2000,2000,Cra,1,24,35,IAR56-5,97.5,36.4
cra2000,2000,Cra,1,26,31,Valley,88.6,34.3
cra2000,2000,Cra,1,27,29,Starter,85,34.2
cra2000,2000,Cra,1,28,2,Blaze,109.7,34.9
cra2000,2000,Cra,1,29,32,Vista,108.8,32.6
cra2000,2000,Cra,1,30,39,P9213A2-2-4-4-3,109.8,32.1
cra2000,2000,Cra,1,31,4,Burton,91.8,31.3
cra2000,2000,Cra,1,32,34,IA91462-4-1-6,98.6,34.2
cra2000,2000,Cra,1,33,27,Rodeo,120.6,31.7
cra2000,2000,Cra,1,34,17,Jim,102.4,33.9
cra2000,2000,Cra,1,35,16,Jerry,100.6,35.4
cra2000,2000,Cra,1,36,7,Classic,93.8,33.5
cra2000,2000,Cra,1,38,24,Richard,100.6,31.4
cra2000,2000,Cra,1,39,40,Moraine,111.3,32.4
cra2000,2000,Cra,1,40,14,Jay,94.6,33.4
cra2000,2000,Cra,2,1,18,Jud,113.8,33.2
cra2000,2000,Cra,2,2,27,Rodeo,116.2,31.2
cra2000,2000,Cra,2,3,40,Moraine,107,33.8
cra2000,2000,Cra,2,4,39,P9213A2-2-4-4-3,108.5,31.5
cra2000,2000,Cra,2,5,4,Burton,95,32.9
cra2000,2000,Cra,2,6,9,Don,86.6,33
cra2000,2000,Cra,2,7,22,Ogle,105.1,31.8
cra2000,2000,Cra,2,8,29,Starter,76.6,34.5
cra2000,2000,Cra,2,9,17,Jim,98,34.8
cra2000,2000,Cra,2,10,11,Gem,99.5,31.2
cra2000,2000,Cra,2,11,38,Killdeer,101.7,31.8
cra2000,2000,Cra,2,12,34,IA91462-4-1-6,93.5,34.1
cra2000,2000,Cra,2,13,32,Vista,97.4,32.5
cra2000,2000,Cra,2,14,1,Belle,87.7,32.1
cra2000,2000,Cra,2,15,35,IAR56-5,106,36.6
cra2000,2000,Cra,2,16,33,Youngs,100,31.4
cra2000,2000,Cra,2,17,28,Sheldon,87.4,32.4
cra2000,2000,Cra,2,19,36,Sesqui,122.6,33.5
cra2000,2000,Cra,2,20,8,Dane,94.1,28.5
cra2000,2000,Cra,2,21,16,Jerry,101.7,35.7
